key,score,time,nok,nko,nsession,nycard,team,playerSurname,userId,sumscore,sumtime,sumnok,sumnko,sumnsession,sumnycard
"26/11/2011",0,21,18,5,29,0,"Arsenal","Abou Diaby",28566,0,21,18,5,29,0
"03/03/2012",0,28,15,0,22,0,"Arsenal","Abou Diaby",28566,0,49,33,5,51,0
"21/04/2012",0,25,18,3,26,1,"Arsenal","Abou Diaby",28566,0,74,51,8,77,1
"28/04/2012",0,17,10,1,17,0,"Arsenal","Abou Diaby",28566,0,91,61,9,94,1
"17/09/2011",0,90,63,11,101,0,"Arsenal","André Santos",57214,0,90,63,11,101,0
"16/10/2011",0,39,23,6,42,0,"Arsenal","André Santos",57214,0,129,86,17,143,0
"23/10/2011",0,90,48,10,77,0,"Arsenal","André Santos",57214,0,219,134,27,220,0
"29/10/2011",1,90,39,11,90,0,"Arsenal","André Santos",57214,1,309,173,38,310,0
"05/11/2011",0,90,73,11,105,0,"Arsenal","André Santos",57214,1,399,246,49,415,0
"19/11/2011",0,90,54,18,95,0,"Arsenal","André Santos",57214,1,489,300,67,510,0
"26/11/2011",0,90,60,11,101,1,"Arsenal","André Santos",57214,1,579,360,78,611,1
"03/12/2011",0,90,63,6,85,0,"Arsenal","André Santos",57214,1,669,423,84,696,1
"24/03/2012",0,22,15,2,21,0,"Arsenal","André Santos",57214,1,691,438,86,717,1
"08/04/2012",0,34,23,4,40,1,"Arsenal","André Santos",57214,1,725,461,90,757,2
"11/04/2012",0,90,85,11,113,0,"Arsenal","André Santos",57214,1,815,546,101,870,2
"16/04/2012",0,90,63,12,98,0,"Arsenal","André Santos",57214,1,905,609,113,968,2
"21/04/2012",0,20,17,3,27,0,"Arsenal","André Santos",57214,1,925,626,116,995,2
"28/04/2012",0,7,7,1,11,0,"Arsenal","André Santos",57214,1,932,633,117,1006,2
"13/05/2012",1,80,43,9,69,0,"Arsenal","André Santos",57214,2,1012,676,126,1075,2
"13/08/2011",0,61,19,15,45,0,"Arsenal","Arshavin",13227,0,61,19,15,45,0
"20/08/2011",0,72,21,15,52,0,"Arsenal","Arshavin",13227,0,133,40,30,97,0
"28/08/2011",0,90,32,13,63,1,"Arsenal","Arshavin",13227,0,223,72,43,160,1
"10/09/2011",1,63,23,3,38,0,"Arsenal","Arshavin",13227,1,286,95,46,198,1
"17/09/2011",0,65,24,8,45,0,"Arsenal","Arshavin",13227,1,351,119,54,243,1
"24/09/2011",0,12,7,2,10,0,"Arsenal","Arshavin",13227,1,363,126,56,253,1
"02/10/2011",0,13,5,3,10,0,"Arsenal","Arshavin",13227,1,376,131,59,263,1
"16/10/2011",0,22,12,2,23,0,"Arsenal","Arshavin",13227,1,398,143,61,286,1
"23/10/2011",0,19,13,3,20,0,"Arsenal","Arshavin",13227,1,417,156,64,306,1
"05/11/2011",0,12,3,3,8,0,"Arsenal","Arshavin",13227,1,429,159,67,314,1
"26/11/2011",0,76,25,10,44,0,"Arsenal","Arshavin",13227,1,505,184,77,358,1
"03/12/2011",0,10,3,1,5,0,"Arsenal","Arshavin",13227,1,515,187,78,363,1
"18/12/2011",0,21,10,3,17,0,"Arsenal","Arshavin",13227,1,536,197,81,380,1
"21/12/2011",0,9,4,2,9,0,"Arsenal","Arshavin",13227,1,545,201,83,389,1
"27/12/2011",0,27,15,4,22,0,"Arsenal","Arshavin",13227,1,572,216,87,411,1
"31/12/2011",0,68,20,11,41,0,"Arsenal","Arshavin",13227,1,640,236,98,452,1
"15/01/2012",0,63,15,5,35,0,"Arsenal","Arshavin",13227,1,703,251,103,487,1
"22/01/2012",0,16,6,1,7,0,"Arsenal","Arshavin",13227,1,719,257,104,494,1
"11/02/2012",0,3,2,1,4,0,"Arsenal","Arshavin",13227,1,722,259,105,498,1
"10/09/2011",0,90,71,9,93,1,"Arsenal","Arteta",8758,0,90,71,9,93,1
"17/09/2011",1,90,62,8,76,0,"Arsenal","Arteta",8758,1,180,133,17,169,1
"24/09/2011",0,82,62,14,85,0,"Arsenal","Arteta",8758,1,262,195,31,254,1
"02/10/2011",0,90,80,11,105,0,"Arsenal","Arteta",8758,1,352,275,42,359,1
"16/10/2011",0,90,68,10,91,0,"Arsenal","Arteta",8758,1,442,343,52,450,1
"23/10/2011",0,90,78,20,106,0,"Arsenal","Arteta",8758,1,532,421,72,556,1
"29/10/2011",0,90,73,6,89,0,"Arsenal","Arteta",8758,1,622,494,78,645,1
"05/11/2011",1,90,84,10,107,0,"Arsenal","Arteta",8758,2,712,578,88,752,1
"19/11/2011",0,90,63,13,96,0,"Arsenal","Arteta",8758,2,802,641,101,848,1
"26/11/2011",0,90,80,15,105,0,"Arsenal","Arteta",8758,2,892,721,116,953,1
"03/12/2011",1,90,85,12,108,0,"Arsenal","Arteta",8758,3,982,806,128,1061,1
"10/12/2011",0,90,59,8,76,1,"Arsenal","Arteta",8758,3,1072,865,136,1137,2
"18/12/2011",0,90,67,7,83,1,"Arsenal","Arteta",8758,3,1162,932,143,1220,3
"21/12/2011",0,90,71,8,83,0,"Arsenal","Arteta",8758,3,1252,1003,151,1303,3
"27/12/2011",0,90,75,14,102,0,"Arsenal","Arteta",8758,3,1342,1078,165,1405,3
"31/12/2011",0,90,64,10,85,0,"Arsenal","Arteta",8758,3,1432,1142,175,1490,3
"02/01/2012",0,90,64,8,82,0,"Arsenal","Arteta",8758,3,1522,1206,183,1572,3
"01/02/2012",0,90,80,13,105,0,"Arsenal","Arteta",8758,3,1612,1286,196,1677,3
"04/02/2012",1,90,85,7,106,0,"Arsenal","Arteta",8758,4,1702,1371,203,1783,3
"11/02/2012",0,90,109,7,127,0,"Arsenal","Arteta",8758,4,1792,1480,210,1910,3
"26/02/2012",0,90,77,10,97,1,"Arsenal","Arteta",8758,4,1882,1557,220,2007,4
"03/03/2012",0,53,25,8,38,0,"Arsenal","Arteta",8758,4,1935,1582,228,2045,4
"12/03/2012",0,90,86,8,111,0,"Arsenal","Arteta",8758,4,2025,1668,236,2156,4
"21/03/2012",0,90,55,11,81,0,"Arsenal","Arteta",8758,4,2115,1723,247,2237,4
"24/03/2012",1,90,64,10,85,0,"Arsenal","Arteta",8758,5,2205,1787,257,2322,4
"31/03/2012",0,81,92,9,110,0,"Arsenal","Arteta",8758,5,2286,1879,266,2432,4
"08/04/2012",1,90,76,8,98,0,"Arsenal","Arteta",8758,6,2376,1955,274,2530,4
"11/04/2012",0,90,93,7,107,0,"Arsenal","Arteta",8758,6,2466,2048,281,2637,4
"16/04/2012",0,9,4,1,7,0,"Arsenal","Arteta",8758,6,2475,2052,282,2644,4
"10/09/2011",0,27,11,3,16,0,"Arsenal","Benayoun",13594,0,27,11,3,16,0
"02/10/2011",0,18,8,3,13,0,"Arsenal","Benayoun",13594,0,45,19,6,29,0
"16/10/2011",0,13,12,3,17,0,"Arsenal","Benayoun",13594,0,58,31,9,46,0
"05/11/2011",0,18,12,1,16,0,"Arsenal","Benayoun",13594,0,76,43,10,62,0
"19/11/2011",0,12,7,3,11,0,"Arsenal","Benayoun",13594,0,88,50,13,73,0
"03/12/2011",0,10,8,2,11,0,"Arsenal","Benayoun",13594,0,98,58,15,84,0
"21/12/2011",1,9,5,1,8,0,"Arsenal","Benayoun",13594,1,107,63,16,92,0
"27/12/2011",0,63,14,9,36,0,"Arsenal","Benayoun",13594,1,170,77,25,128,0
"02/01/2012",0,16,4,1,6,0,"Arsenal","Benayoun",13594,1,186,81,26,134,0
"15/01/2012",0,63,19,6,36,0,"Arsenal","Benayoun",13594,1,249,100,32,170,0
"04/02/2012",0,18,10,1,12,0,"Arsenal","Benayoun",13594,1,267,110,33,182,0
"26/02/2012",0,88,29,3,47,0,"Arsenal","Benayoun",13594,1,355,139,36,229,0
"03/03/2012",0,74,14,3,20,0,"Arsenal","Benayoun",13594,1,429,153,39,249,0
"08/04/2012",0,79,29,7,49,0,"Arsenal","Benayoun",13594,1,508,182,46,298,0
"11/04/2012",1,90,52,6,78,0,"Arsenal","Benayoun",13594,2,598,234,52,376,0
"16/04/2012",0,61,19,2,30,0,"Arsenal","Benayoun",13594,2,659,253,54,406,0
"28/04/2012",0,83,28,11,58,1,"Arsenal","Benayoun",13594,2,742,281,65,464,1
"05/05/2012",1,69,16,6,33,0,"Arsenal","Benayoun",13594,3,811,297,71,497,1
"13/05/2012",1,90,34,9,58,0,"Arsenal","Benayoun",13594,4,901,331,80,555,1
"20/08/2011",0,10,7,2,9,0,"Arsenal","Bendtner",27697,0,10,7,2,9,0
"28/08/2011",0,6,2,2,5,0,"Arsenal","Chamakh",15675,0,6,2,2,5,0
"10/09/2011",0,9,9,2,14,0,"Arsenal","Chamakh",15675,0,15,11,4,19,0
"17/09/2011",1,14,3,2,7,0,"Arsenal","Chamakh",15675,1,29,14,6,26,0
"24/09/2011",0,4,1,1,3,0,"Arsenal","Chamakh",15675,1,33,15,7,29,0
"23/10/2011",0,67,19,8,39,0,"Arsenal","Chamakh",15675,1,100,34,15,68,0
"26/11/2011",0,14,8,2,15,0,"Arsenal","Chamakh",15675,1,114,42,17,83,0
"18/12/2011",0,8,0,2,6,0,"Arsenal","Chamakh",15675,1,122,42,19,89,0
"27/12/2011",0,5,2,0,3,0,"Arsenal","Chamakh",15675,1,127,44,19,92,0
"31/03/2012",0,9,2,1,4,0,"Arsenal","Chamakh",15675,1,136,46,20,96,0
"28/04/2012",0,12,5,1,8,0,"Arsenal","Chamakh",15675,1,148,51,21,104,0
"05/05/2012",0,21,7,2,15,0,"Arsenal","Chamakh",15675,1,169,58,23,119,0
"28/08/2011",0,62,29,5,48,0,"Arsenal","Coquelin",56864,0,62,29,5,48,0
"10/09/2011",0,15,11,3,17,0,"Arsenal","Coquelin",56864,0,77,40,8,65,0
"02/10/2011",0,90,56,8,87,0,"Arsenal","Coquelin",56864,0,167,96,16,152,0
"03/12/2011",0,10,20,0,22,1,"Arsenal","Coquelin",56864,0,177,116,16,174,1
"21/12/2011",0,90,17,11,62,1,"Arsenal","Coquelin",56864,0,267,133,27,236,2
"31/12/2011",0,36,13,5,29,0,"Arsenal","Coquelin",56864,0,303,146,32,265,2
"02/01/2012",0,90,35,9,67,0,"Arsenal","Coquelin",56864,0,393,181,41,332,2
"04/02/2012",0,90,58,11,93,0,"Arsenal","Coquelin",56864,0,483,239,52,425,2
"05/05/2012",0,57,46,7,67,0,"Arsenal","Coquelin",56864,0,540,285,59,492,2
"13/05/2012",0,90,50,6,68,0,"Arsenal","Coquelin",56864,0,630,335,65,560,2
"13/08/2011",0,1,1,0,2,0,"Arsenal","Djourou",19160,0,1,1,0,2,0
"28/08/2011",0,90,18,3,30,1,"Arsenal","Djourou",19160,0,91,19,3,32,1
"17/09/2011",0,37,24,3,39,1,"Arsenal","Djourou",19160,0,128,43,6,71,2
"23/10/2011",0,90,45,11,69,0,"Arsenal","Djourou",19160,0,218,88,17,140,2
"29/10/2011",0,76,36,4,55,0,"Arsenal","Djourou",19160,0,294,124,21,195,2
"19/11/2011",0,1,1,0,1,0,"Arsenal","Djourou",19160,0,295,125,21,196,2
"26/11/2011",0,90,45,3,68,0,"Arsenal","Djourou",19160,0,385,170,24,264,2
"10/12/2011",0,90,37,6,60,0,"Arsenal","Djourou",19160,0,475,207,30,324,2
"18/12/2011",0,47,21,4,36,0,"Arsenal","Djourou",19160,0,522,228,34,360,2
"27/12/2011",0,85,43,6,74,0,"Arsenal","Djourou",19160,0,607,271,40,434,2
"31/12/2011",0,90,46,3,64,1,"Arsenal","Djourou",19160,0,697,317,43,498,3
"02/01/2012",0,78,34,8,63,0,"Arsenal","Djourou",19160,0,775,351,51,561,3
"15/01/2012",0,90,37,4,62,0,"Arsenal","Djourou",19160,0,865,388,55,623,3
"22/01/2012",0,45,20,4,40,0,"Arsenal","Djourou",19160,0,910,408,59,663,3
"21/03/2012",0,2,1,0,1,0,"Arsenal","Djourou",19160,0,912,409,59,664,3
"24/03/2012",0,90,57,6,75,0,"Arsenal","Djourou",19160,0,1002,466,65,739,3
"11/04/2012",0,90,71,4,82,0,"Arsenal","Djourou",19160,0,1092,537,69,821,3
"16/04/2012",0,74,39,2,55,0,"Arsenal","Djourou",19160,0,1166,576,71,876,3
"13/08/2011",0,5,3,1,6,0,"Arsenal","Frimpong",56861,0,5,3,1,6,0
"20/08/2011",0,70,37,8,58,0,"Arsenal","Frimpong",56861,0,75,40,9,64,0
"10/09/2011",0,75,53,10,76,0,"Arsenal","Frimpong",56861,0,150,93,19,140,0
"23/10/2011",0,1,3,0,4,0,"Arsenal","Frimpong",56861,0,151,96,19,144,0
"10/12/2011",0,1,1,1,4,0,"Arsenal","Frimpong",56861,0,152,97,20,148,0
"21/12/2011",0,66,37,11,56,0,"Arsenal","Frimpong",56861,0,218,134,31,204,0
"13/08/2011",0,76,23,10,44,0,"Arsenal","Gervinho",43274,0,76,23,10,44,0
"17/09/2011",1,90,27,9,50,0,"Arsenal","Gervinho",43274,1,166,50,19,94,0
"24/09/2011",0,78,25,6,42,0,"Arsenal","Gervinho",43274,1,244,75,25,136,0
"02/10/2011",0,77,23,6,46,0,"Arsenal","Gervinho",43274,1,321,98,31,182,0
"16/10/2011",0,68,17,7,38,0,"Arsenal","Gervinho",43274,1,389,115,38,220,0
"23/10/2011",1,89,22,4,41,0,"Arsenal","Gervinho",43274,2,478,137,42,261,0
"29/10/2011",0,88,22,9,48,0,"Arsenal","Gervinho",43274,2,566,159,51,309,0
"05/11/2011",0,72,22,4,33,0,"Arsenal","Gervinho",43274,2,638,181,55,342,0
"19/11/2011",0,78,16,10,43,0,"Arsenal","Gervinho",43274,2,716,197,65,385,0
"26/11/2011",0,22,5,1,16,0,"Arsenal","Gervinho",43274,2,738,202,66,401,0
"03/12/2011",1,80,31,6,49,0,"Arsenal","Gervinho",43274,3,818,233,72,450,0
"10/12/2011",0,83,20,6,41,0,"Arsenal","Gervinho",43274,3,901,253,78,491,0
"18/12/2011",0,90,42,6,66,0,"Arsenal","Gervinho",43274,3,991,295,84,557,0
"21/12/2011",0,81,14,4,34,0,"Arsenal","Gervinho",43274,3,1072,309,88,591,0
"27/12/2011",1,90,34,8,54,0,"Arsenal","Gervinho",43274,4,1162,343,96,645,0
"31/12/2011",0,15,5,1,13,0,"Arsenal","Gervinho",43274,4,1177,348,97,658,0
"02/01/2012",0,74,23,5,48,0,"Arsenal","Gervinho",43274,4,1251,371,102,706,0
"26/02/2012",0,2,2,0,3,0,"Arsenal","Gervinho",43274,4,1253,373,102,709,0
"03/03/2012",0,16,2,0,8,0,"Arsenal","Gervinho",43274,4,1269,375,102,717,0
"12/03/2012",0,22,4,1,11,0,"Arsenal","Gervinho",43274,4,1291,379,103,728,0
"21/03/2012",0,11,7,0,10,0,"Arsenal","Gervinho",43274,4,1302,386,103,738,0
"24/03/2012",0,68,31,5,45,0,"Arsenal","Gervinho",43274,4,1370,417,108,783,0
"31/03/2012",0,20,5,3,12,0,"Arsenal","Gervinho",43274,4,1390,422,111,795,0
"16/04/2012",0,29,9,2,21,0,"Arsenal","Gervinho",43274,4,1419,431,113,816,0
"21/04/2012",0,30,14,3,23,0,"Arsenal","Gervinho",43274,4,1449,445,116,839,0
"28/04/2012",0,78,25,10,51,0,"Arsenal","Gervinho",43274,4,1527,470,126,890,0
"05/05/2012",0,90,30,11,54,0,"Arsenal","Gervinho",43274,4,1617,500,137,944,0
"13/05/2012",0,68,24,5,41,0,"Arsenal","Gervinho",43274,4,1685,524,142,985,0
"13/08/2011",0,90,47,10,77,1,"Arsenal","Gibbs",42427,0,90,47,10,77,1
"10/09/2011",0,90,37,16,86,0,"Arsenal","Gibbs",42427,0,180,84,26,163,1
"24/09/2011",0,90,40,5,67,0,"Arsenal","Gibbs",42427,0,270,124,31,230,1
"02/10/2011",0,90,51,7,81,0,"Arsenal","Gibbs",42427,0,360,175,38,311,1
"16/10/2011",0,51,28,3,46,0,"Arsenal","Gibbs",42427,0,411,203,41,357,1
"26/02/2012",0,75,33,8,58,0,"Arsenal","Gibbs",42427,0,486,236,49,415,1
"03/03/2012",0,90,22,9,65,0,"Arsenal","Gibbs",42427,0,576,258,58,480,1
"12/03/2012",0,90,32,7,59,0,"Arsenal","Gibbs",42427,0,666,290,65,539,1
"21/03/2012",0,90,21,12,49,0,"Arsenal","Gibbs",42427,0,756,311,77,588,1
"24/03/2012",1,68,37,5,51,0,"Arsenal","Gibbs",42427,1,824,348,82,639,1
"31/03/2012",0,81,27,11,50,0,"Arsenal","Gibbs",42427,1,905,375,93,689,1
"08/04/2012",0,56,25,10,48,0,"Arsenal","Gibbs",42427,1,961,400,103,737,1
"21/04/2012",0,90,49,10,79,0,"Arsenal","Gibbs",42427,1,1051,449,113,816,1
"28/04/2012",0,90,30,8,67,0,"Arsenal","Gibbs",42427,1,1141,479,121,883,1
"05/05/2012",0,90,36,12,74,0,"Arsenal","Gibbs",42427,1,1231,515,133,957,1
"13/05/2012",0,22,6,7,17,0,"Arsenal","Gibbs",42427,1,1253,521,140,974,1
"15/01/2012",0,27,7,4,13,0,"Arsenal","Henry",1619,0,27,7,4,13,0
"01/02/2012",0,21,3,4,10,0,"Arsenal","Henry",1619,0,48,10,8,23,0
"04/02/2012",0,22,7,5,16,0,"Arsenal","Henry",1619,0,70,17,13,39,0
"11/02/2012",1,24,6,4,13,0,"Arsenal","Henry",1619,1,94,23,17,52,0
"20/08/2011",0,90,43,13,68,0,"Arsenal","Jenkinson",80254,0,90,43,13,68,0
"28/08/2011",0,77,22,12,52,0,"Arsenal","Jenkinson",80254,0,167,65,25,120,0
"02/10/2011",0,22,10,3,24,0,"Arsenal","Jenkinson",80254,0,189,75,28,144,0
"16/10/2011",0,90,52,12,87,0,"Arsenal","Jenkinson",80254,0,279,127,40,231,0
"29/10/2011",0,14,2,2,7,0,"Arsenal","Jenkinson",80254,0,293,129,42,238,0
"05/11/2011",0,90,43,10,69,0,"Arsenal","Jenkinson",80254,0,383,172,52,307,0
"26/02/2012",0,15,6,0,9,0,"Arsenal","Jenkinson",80254,0,398,178,52,316,0
"11/04/2012",0,5,4,0,6,0,"Arsenal","Jenkinson",80254,0,403,182,52,322,0
"13/05/2012",0,90,54,12,81,0,"Arsenal","Jenkinson",80254,0,493,236,64,403,0
"13/08/2011",0,90,50,9,78,0,"Arsenal","Koscielny",51507,0,90,50,9,78,0
"20/08/2011",0,16,5,3,11,0,"Arsenal","Koscielny",51507,0,106,55,12,89,0
"28/08/2011",0,90,24,0,42,0,"Arsenal","Koscielny",51507,0,196,79,12,131,0
"10/09/2011",0,90,28,7,52,1,"Arsenal","Koscielny",51507,0,286,107,19,183,1
"17/09/2011",0,90,48,8,69,0,"Arsenal","Koscielny",51507,0,376,155,27,252,1
"24/09/2011",0,90,54,9,81,0,"Arsenal","Koscielny",51507,0,466,209,36,333,1
"16/10/2011",0,90,54,11,83,1,"Arsenal","Koscielny",51507,0,556,263,47,416,2
"23/10/2011",0,90,49,8,71,0,"Arsenal","Koscielny",51507,0,646,312,55,487,2
"29/10/2011",0,90,23,5,49,0,"Arsenal","Koscielny",51507,0,736,335,60,536,2
"05/11/2011",0,90,56,5,76,0,"Arsenal","Koscielny",51507,0,826,391,65,612,2
"19/11/2011",0,90,48,12,78,0,"Arsenal","Koscielny",51507,0,916,439,77,690,2
"03/12/2011",0,90,46,12,73,0,"Arsenal","Koscielny",51507,0,1006,485,89,763,2
"10/12/2011",0,90,68,10,90,0,"Arsenal","Koscielny",51507,0,1096,553,99,853,2
"18/12/2011",0,90,34,9,62,1,"Arsenal","Koscielny",51507,0,1186,587,108,915,3
"21/12/2011",0,90,57,11,83,0,"Arsenal","Koscielny",51507,0,1276,644,119,998,3
"27/12/2011",0,90,80,8,99,0,"Arsenal","Koscielny",51507,0,1366,724,127,1097,3
"31/12/2011",0,90,30,6,54,1,"Arsenal","Koscielny",51507,0,1456,754,133,1151,4
"02/01/2012",1,90,19,5,49,0,"Arsenal","Koscielny",51507,1,1546,773,138,1200,4
"15/01/2012",0,90,31,10,60,0,"Arsenal","Koscielny",51507,1,1636,804,148,1260,4
"22/01/2012",0,90,38,8,58,1,"Arsenal","Koscielny",51507,1,1726,842,156,1318,5
"01/02/2012",0,90,55,10,87,0,"Arsenal","Koscielny",51507,1,1816,897,166,1405,5
"04/02/2012",0,68,28,2,34,1,"Arsenal","Koscielny",51507,1,1884,925,168,1439,6
"11/02/2012",0,90,84,3,97,0,"Arsenal","Koscielny",51507,1,1974,1009,171,1536,6
"26/02/2012",0,90,38,11,63,1,"Arsenal","Koscielny",51507,1,2064,1047,182,1599,7
"03/03/2012",0,90,31,5,58,0,"Arsenal","Koscielny",51507,1,2154,1078,187,1657,7
"12/03/2012",0,90,58,10,84,1,"Arsenal","Koscielny",51507,1,2244,1136,197,1741,8
"21/03/2012",0,90,58,15,90,0,"Arsenal","Koscielny",51507,1,2334,1194,212,1831,8
"31/03/2012",0,90,54,10,78,0,"Arsenal","Koscielny",51507,1,2424,1248,222,1909,8
"08/04/2012",0,90,42,9,57,1,"Arsenal","Koscielny",51507,1,2514,1290,231,1966,9
"21/04/2012",0,90,46,9,68,0,"Arsenal","Koscielny",51507,1,2604,1336,240,2034,9
"28/04/2012",0,90,32,11,54,0,"Arsenal","Koscielny",51507,1,2694,1368,251,2088,9
"05/05/2012",0,90,46,9,78,0,"Arsenal","Koscielny",51507,1,2784,1414,260,2166,9
"13/05/2012",1,90,32,5,52,0,"Arsenal","Koscielny",51507,2,2874,1446,265,2218,9
"20/08/2011",0,18,10,1,13,1,"Arsenal","Lansbury",40564,0,18,10,1,13,1
"28/08/2011",0,6,5,1,6,0,"Arsenal","Lansbury",40564,0,24,15,2,19,1
"10/09/2011",0,90,33,2,43,0,"Arsenal","Mertesacker",17127,0,90,33,2,43,0
"17/09/2011",0,90,27,7,39,0,"Arsenal","Mertesacker",17127,0,180,60,9,82,0
"24/09/2011",0,90,60,8,74,0,"Arsenal","Mertesacker",17127,0,270,120,17,156,0
"02/10/2011",0,90,32,5,49,1,"Arsenal","Mertesacker",17127,0,360,152,22,205,1
"16/10/2011",0,90,58,6,73,0,"Arsenal","Mertesacker",17127,0,450,210,28,278,1
"23/10/2011",0,90,64,6,80,0,"Arsenal","Mertesacker",17127,0,540,274,34,358,1
"29/10/2011",0,90,22,5,39,0,"Arsenal","Mertesacker",17127,0,630,296,39,397,1
"19/11/2011",0,90,48,5,59,0,"Arsenal","Mertesacker",17127,0,720,344,44,456,1
"26/11/2011",0,69,45,1,52,0,"Arsenal","Mertesacker",17127,0,789,389,45,508,1
"03/12/2011",0,90,60,4,72,0,"Arsenal","Mertesacker",17127,0,879,449,49,580,1
"10/12/2011",0,90,57,4,67,0,"Arsenal","Mertesacker",17127,0,969,506,53,647,1
"18/12/2011",0,82,28,5,47,0,"Arsenal","Mertesacker",17127,0,1051,534,58,694,1
"21/12/2011",0,90,48,7,66,1,"Arsenal","Mertesacker",17127,0,1141,582,65,760,2
"27/12/2011",0,90,77,7,90,0,"Arsenal","Mertesacker",17127,0,1231,659,72,850,2
"31/12/2011",0,90,37,8,62,0,"Arsenal","Mertesacker",17127,0,1321,696,80,912,2
"02/01/2012",0,90,42,8,60,0,"Arsenal","Mertesacker",17127,0,1411,738,88,972,2
"15/01/2012",0,77,29,5,44,0,"Arsenal","Mertesacker",17127,0,1488,767,93,1016,2
"22/01/2012",0,90,34,4,53,0,"Arsenal","Mertesacker",17127,0,1578,801,97,1069,2
"01/02/2012",0,90,58,9,79,0,"Arsenal","Mertesacker",17127,0,1668,859,106,1148,2
"04/02/2012",0,90,45,3,52,0,"Arsenal","Mertesacker",17127,0,1758,904,109,1200,2
"11/02/2012",0,72,70,10,86,0,"Arsenal","Mertesacker",17127,0,1830,974,119,1286,2
"20/08/2011",0,74,40,8,65,0,"Arsenal","Miquel",90801,0,74,40,8,65,0
"10/12/2011",0,8,4,2,12,0,"Arsenal","Miquel",90801,0,82,44,10,77,0
"18/12/2011",0,43,22,6,38,0,"Arsenal","Miquel",90801,0,125,66,16,115,0
"15/01/2012",0,90,46,15,89,0,"Arsenal","Miquel",90801,0,215,112,31,204,0
"20/08/2011",0,90,53,12,84,0,"Arsenal","Nasri",28554,0,90,53,12,84,0
"28/08/2011",0,28,8,0,12,0,"Arsenal","Oxlade-Chamberlain",81880,0,28,8,0,12,0
"15/01/2012",0,13,10,2,21,0,"Arsenal","Oxlade-Chamberlain",81880,0,41,18,2,33,0
"22/01/2012",0,74,24,8,50,0,"Arsenal","Oxlade-Chamberlain",81880,0,115,42,10,83,0
"01/02/2012",0,69,22,10,48,0,"Arsenal","Oxlade-Chamberlain",81880,0,184,64,20,131,0
"04/02/2012",2,68,31,10,54,0,"Arsenal","Oxlade-Chamberlain",81880,2,252,95,30,185,0
"11/02/2012",0,66,17,3,33,0,"Arsenal","Oxlade-Chamberlain",81880,2,318,112,33,218,0
"26/02/2012",0,8,8,0,14,0,"Arsenal","Oxlade-Chamberlain",81880,2,326,120,33,232,0
"03/03/2012",0,9,8,3,15,0,"Arsenal","Oxlade-Chamberlain",81880,2,335,128,36,247,0
"12/03/2012",0,68,13,2,26,0,"Arsenal","Oxlade-Chamberlain",81880,2,403,141,38,273,0
"24/03/2012",0,12,11,1,17,0,"Arsenal","Oxlade-Chamberlain",81880,2,415,152,39,290,0
"31/03/2012",0,9,5,0,10,0,"Arsenal","Oxlade-Chamberlain",81880,2,424,157,39,300,0
"08/04/2012",0,5,1,1,2,0,"Arsenal","Oxlade-Chamberlain",81880,2,429,158,40,302,0
"11/04/2012",0,14,9,2,14,0,"Arsenal","Oxlade-Chamberlain",81880,2,443,167,42,316,0
"16/04/2012",0,16,12,5,22,0,"Arsenal","Oxlade-Chamberlain",81880,2,459,179,47,338,0
"21/04/2012",0,70,18,8,35,0,"Arsenal","Oxlade-Chamberlain",81880,2,529,197,55,373,0
"05/05/2012",0,27,15,6,33,0,"Arsenal","Oxlade-Chamberlain",81880,2,556,212,61,406,0
"22/01/2012",0,6,3,1,4,0,"Arsenal","Park Chu-Young",36968,0,6,3,1,4,0
"13/08/2011",0,89,57,10,84,0,"Arsenal","Ramsey",41792,0,89,57,10,84,0
"20/08/2011",0,90,47,5,65,0,"Arsenal","Ramsey",41792,0,179,104,15,149,0
"28/08/2011",0,90,51,12,77,0,"Arsenal","Ramsey",41792,0,269,155,27,226,0
"10/09/2011",0,90,71,6,96,0,"Arsenal","Ramsey",41792,0,359,226,33,322,0
"17/09/2011",0,90,69,15,104,0,"Arsenal","Ramsey",41792,0,449,295,48,426,0
"24/09/2011",0,90,75,13,104,0,"Arsenal","Ramsey",41792,0,539,370,61,530,0
"02/10/2011",1,90,58,14,86,0,"Arsenal","Ramsey",41792,1,629,428,75,616,0
"23/10/2011",0,90,83,4,95,0,"Arsenal","Ramsey",41792,1,719,511,79,711,0
"29/10/2011",0,90,50,10,79,0,"Arsenal","Ramsey",41792,1,809,561,89,790,0
"05/11/2011",0,71,68,4,80,0,"Arsenal","Ramsey",41792,1,880,629,93,870,0
"19/11/2011",0,90,60,15,89,0,"Arsenal","Ramsey",41792,1,970,689,108,959,0
"26/11/2011",0,68,39,15,69,0,"Arsenal","Ramsey",41792,1,1038,728,123,1028,0
"03/12/2011",0,90,74,4,86,0,"Arsenal","Ramsey",41792,1,1128,802,127,1114,0
"10/12/2011",0,90,51,9,78,1,"Arsenal","Ramsey",41792,1,1218,853,136,1192,1
"18/12/2011",0,90,46,10,72,0,"Arsenal","Ramsey",41792,1,1308,899,146,1264,1
"21/12/2011",0,81,56,8,73,0,"Arsenal","Ramsey",41792,1,1389,955,154,1337,1
"27/12/2011",0,19,30,2,38,0,"Arsenal","Ramsey",41792,1,1408,985,156,1375,1
"31/12/2011",0,90,59,16,96,0,"Arsenal","Ramsey",41792,1,1498,1044,172,1471,1
