score,time,nok,nko,groupName,userId,moduleName,nsession,key,sumscore,sumtime,sumnok,sumnko,sumnsession
13.94,9,80,14,"AM 2","2660097","Supérieur",1,"21/09/2017",41.580000000000005,40,255,53,2
26.679999999999993,24,187,53,"AM 2","2660097","Supérieur",1,"26/09/2017",68.25999999999999,64,442,106,3
12.680000000000003,14,98,33,"AM 2","2660097","Supérieur",1,"27/09/2017",80.94,78,540,139,4
2,2,10,10,"AM 2","2660097","Supérieur",1,"18/10/2017",82.94,80,550,149,5
1,0,1,2,"AM 2","2660097","Supérieur",1,"21/12/2017",83.94,80,551,151,6
27.16,13,127,26,"AM 2","2660098","Supérieur",1,"17/09/2017",27.16,13,127,26,1
14.400000000000002,5,63,11,"AM 2","2660098","Supérieur",1,"22/09/2017",41.56,18,190,37,2
16.800000000000004,13,121,45,"AM 2","2660098","Supérieur",1,"02/10/2017",58.36000000000001,31,311,82,3
0,0,1,1,"AM 2","2660098","Supérieur",1,"08/10/2017",58.36000000000001,31,312,83,4
3.82,23,55,22,"AM 2","2660099","Les Fondamentaux Campus",1,"13/09/2017",3.82,23,55,22,1
15.340000000000003,27,122,34,"AM 2","2660099","Les Fondamentaux Campus",1,"26/09/2017",19.160000000000004,50,177,56,2
4.4,12,41,27,"AM 2","2660099","Les Fondamentaux Campus",1,"27/09/2017",23.560000000000002,62,218,83,3
6.76,9,47,13,"AM 2","2660099","Les Fondamentaux Campus",1,"02/10/2017",30.32,71,265,96,4
20,24,71,3,"AM 2","2660100","Les Fondamentaux Campus",1,"22/09/2017",20,24,71,3,1
5,22,49,12,"AM 2","2660100","Les Fondamentaux Campus",1,"01/10/2017",25,46,120,15,2
7,16,35,4,"AM 2","2660100","Les Fondamentaux Campus",1,"04/11/2017",32,62,155,19,3
8,12,24,0,"AM 2","2660100","Les Fondamentaux Campus",1,"06/11/2017",40,74,179,19,4
3.64,4,21,9,"AM 2","2660101","Les Fondamentaux Campus",1,"12/09/2017",3.64,4,21,9,1
17.680000000000003,21,146,68,"AM 2","2660101","Les Fondamentaux Campus",1,"02/10/2017",21.320000000000004,25,167,77,2
13.94,6,75,21,"AM 2","2660103","Supérieur",1,"13/09/2017",13.94,6,75,21,1
28,14,153,22,"AM 2","2660103","Supérieur",1,"19/09/2017",41.94,20,228,43,2
40.620000000000005,31,213,38,"AM 2","2660103","Supérieur",1,"20/09/2017",82.56,51,441,81,3
12.800000000000002,17,105,60,"AM 2","2660103","Supérieur",1,"23/09/2017",95.36,68,546,141,4
26.46,24,128,16,"AM 2","2660104","Supérieur",1,"13/09/2017",26.46,24,128,16,1
42.16000000000001,24,185,26,"AM 2","2660104","Supérieur",1,"14/09/2017",68.62,48,313,42,2
13.879999999999999,15,124,27,"AM 2","2660106","Supérieur",1,"13/09/2017",13.879999999999999,15,124,27,1
13.76,20,128,36,"AM 2","2660106","Supérieur",1,"15/09/2017",27.64,35,252,63,2
11.759999999999998,44,246,151,"AM 2","2660106","Supérieur",1,"20/09/2017",39.4,79,498,214,3
2,1,6,0,"AM 2","2660106","Supérieur",1,"22/09/2017",41.4,80,504,214,4
26.74,49,292,127,"AM 2","2660106","Supérieur",1,"05/11/2017",68.14,129,796,341,5
1.76,725,20,9,"AM 2","2660106","Supérieur",1,"30/01/2018",69.9,854,816,350,6
10.860000000000001,60,197,97,"AM 2","2660106","Supérieur",1,"21/02/2018",80.76,914,1013,447,7
7.46,30,87,56,"AM 2","2660106","Supérieur",1,"22/03/2018",88.22,944,1100,503,8
18.38,47,156,56,"AM 2","2660106","Supérieur",1,"26/03/2018",106.6,991,1256,559,9
3.88,48,85,50,"AM 2","2660107","Les Fondamentaux Campus",1,"13/09/2017",3.88,48,85,50,1
15.519999999999998,41,204,70,"AM 2","2660107","Les Fondamentaux Campus",1,"14/09/2017",19.4,89,289,120,2
6.76,60,160,157,"AM 2","2660107","Les Fondamentaux Campus",1,"15/09/2017",26.159999999999997,149,449,277,3
5,33,47,13,"AM 2","2660107","Les Fondamentaux Campus",1,"27/09/2017",31.159999999999997,182,496,290,4
3.76,3,15,2,"AM 2","2660107","Les Fondamentaux Campus",1,"16/10/2017",34.919999999999995,185,511,292,5
3.76,3,19,5,"AM 2","2660107","Les Fondamentaux Campus",1,"17/10/2017",38.67999999999999,188,530,297,6
0,1,2,3,"AM 2","2660107","Les Fondamentaux Campus",1,"20/10/2017",38.67999999999999,189,532,300,7
0,3,3,7,"AM 2","2660107","Les Fondamentaux Campus",1,"21/10/2017",38.67999999999999,192,535,307,8
3.88,7,28,10,"AM 2","2660108","Les Fondamentaux Campus",1,"14/09/2017",3.88,7,28,10,1
26.68,21,121,21,"AM 2","2660108","Les Fondamentaux Campus",1,"02/10/2017",30.56,28,149,31,2
3,10,32,22,"AM 2","2660111","Les Fondamentaux Campus",1,"13/09/2017",3,10,32,22,1
44,103,494,162,"AM 2","2660111","Les Fondamentaux Campus",1,"25/09/2017",47,113,526,184,2
20.88,30,200,45,"AM 2","2660111","Pro",1,"08/10/2017",67.88,143,726,229,3
6.82,20,111,39,"AM 2","2660111","Pro",1,"16/10/2017",74.69999999999999,163,837,268,4
13.699999999999998,37,120,32,"AM 2","2660111","Pro",1,"21/11/2017",88.39999999999999,200,957,300,5
19.919999999999995,50,238,81,"AM 2","2660111","Pro",1,"22/11/2017",108.32,250,1195,381,6
6.52,7,54,25,"AM 2","2660111","Pro",1,"27/11/2017",114.83999999999999,257,1249,406,7
6.16,8,59,31,"AM 2","2660111","Pro",1,"06/12/2017",120.99999999999999,265,1308,437,8
6.16,17,76,32,"AM 2","2660111","Pro",1,"07/12/2017",127.15999999999998,282,1384,469,9
38.52000000000001,36,185,41,"AM 2","2660111","Pont supérieur",1,"20/02/2018",165.68,318,1569,510,10
7.699999999999999,32,80,23,"AM 2","2660112","Les Fondamentaux Campus",1,"13/09/2017",7.699999999999999,32,80,23,1
11.340000000000002,46,109,49,"AM 2","2660112","Les Fondamentaux Campus",1,"01/10/2017",19.04,78,189,72,2
0,4,4,8,"AM 2","2660112","Les Fondamentaux Campus",1,"01/02/2018",19.04,82,193,80,3
13.64,5,50,10,"AM 2","2660113","Supérieur",1,"21/09/2017",13.64,5,50,10,1
22.04,33,141,53,"AM 2","2660114","Les Fondamentaux Campus",1,"20/09/2017",22.04,33,141,53,1
23.74,33,184,65,"FED 2","2660116","Les Fondamentaux Campus",1,"12/09/2017",23.74,33,184,65,1
1,0,3,0,"FED 2","2660118","Les Fondamentaux Campus",1,"03/12/2017",1,0,3,0,1
4.52,15,79,65,"FED 2","2660118","Les Fondamentaux Campus",1,"21/03/2018",5.52,15,82,65,2
62.81999999999999,1115,1040,255,"FED 2","2660121","Supérieur",1,"12/09/2017",62.81999999999999,1115,1040,255,1
7,487,161,59,"FED 2","2660121","Supérieur",1,"13/09/2017",69.82,1602,1201,314,2
