id,group,time,date,entrees,sumentrees
joc,museum,13:00,06/01/2019,1455,158779
joc,museum,13:30,06/01/2019,1377,160156
joc,museum,14:00,06/01/2019,1466,161622
joc,museum,14:30,06/01/2019,1422,163044
joc,museum,15:00,06/01/2019,1552,164596
joc,museum,15:30,06/01/2019,1680,166276
joc,museum,16:00,06/01/2019,1473,167749
joc,museum,16:30,06/01/2019,1390,169139
joc,museum,17:00,06/01/2019,912,170051
joc,museum,17:30,06/01/2019,742,170793
joc,museum,18:00,06/01/2019,383,171176
joc,museum,18:30,06/01/2019,121,171297
joc,museum,19:00,06/01/2019,0,171297
joc,museum,19:30,06/01/2019,0,171297
joc,museum,20:00,06/01/2019,0,171297
joc,museum,20:30,06/01/2019,0,171297
joc,museum,21:00,06/01/2019,0,171297
joc,museum,21:30,06/01/2019,0,171297
joc,museum,22:00,06/01/2019,0,171297
joc,museum,22:30,06/01/2019,0,171297
joc,museum,23:00,06/01/2019,0,171297
joc,museum,23:30,06/01/2019,0,171297
joc,museum,00:00,07/01/2019,0,171297
joc,museum,00:30,07/01/2019,0,171297
joc,museum,01:00,07/01/2019,0,171297
joc,museum,01:30,07/01/2019,0,171297
joc,museum,02:00,07/01/2019,0,171297
joc,museum,02:30,07/01/2019,0,171297
joc,museum,03:00,07/01/2019,0,171297
joc,museum,03:30,07/01/2019,0,171297
joc,museum,04:00,07/01/2019,0,171297
joc,museum,04:30,07/01/2019,0,171297
joc,museum,05:00,07/01/2019,0,171297
joc,museum,05:30,07/01/2019,0,171297
joc,museum,06:00,07/01/2019,0,171297
joc,museum,06:30,07/01/2019,0,171297
joc,museum,07:00,07/01/2019,0,171297
joc,museum,07:30,07/01/2019,0,171297
joc,museum,08:00,07/01/2019,0,171297
joc,museum,08:30,07/01/2019,0,171297
joc,museum,09:00,07/01/2019,136,171433
joc,museum,09:30,07/01/2019,1176,172609
joc,museum,10:00,07/01/2019,1204,173813
joc,museum,10:30,07/01/2019,1342,175155
joc,museum,11:00,07/01/2019,1261,176416
joc,museum,11:30,07/01/2019,1091,177507
joc,museum,12:00,07/01/2019,1161,178668
joc,museum,12:30,07/01/2019,1199,179867
joc,museum,13:00,07/01/2019,885,180752
joc,museum,13:30,07/01/2019,1163,181915
joc,museum,14:00,07/01/2019,1152,183067
joc,museum,14:30,07/01/2019,1178,184245
joc,museum,15:00,07/01/2019,1289,185534
joc,museum,15:30,07/01/2019,1302,186836
joc,museum,16:00,07/01/2019,1043,187879
joc,museum,16:30,07/01/2019,862,188741
joc,museum,17:00,07/01/2019,628,189369
joc,museum,17:30,07/01/2019,302,189671
joc,museum,18:00,07/01/2019,167,189838
joc,museum,18:30,07/01/2019,78,189916
joc,museum,19:00,07/01/2019,0,189916
joc,museum,19:30,07/01/2019,0,189916
joc,museum,20:00,07/01/2019,0,189916
joc,museum,20:30,07/01/2019,0,189916
joc,museum,21:00,07/01/2019,0,189916
joc,museum,21:30,07/01/2019,0,189916
joc,museum,22:00,07/01/2019,0,189916
joc,museum,22:30,07/01/2019,0,189916
joc,museum,23:00,07/01/2019,0,189916
joc,museum,23:30,07/01/2019,0,189916
joc,museum,00:00,08/01/2019,0,189916
joc,museum,00:30,08/01/2019,0,189916
joc,museum,01:00,08/01/2019,0,189916
joc,museum,01:30,08/01/2019,0,189916
joc,museum,02:00,08/01/2019,0,189916
joc,museum,02:30,08/01/2019,0,189916
joc,museum,03:00,08/01/2019,0,189916
joc,museum,03:30,08/01/2019,0,189916
joc,museum,04:00,08/01/2019,0,189916
joc,museum,04:30,08/01/2019,0,189916
joc,museum,05:00,08/01/2019,0,189916
joc,museum,05:30,08/01/2019,0,189916
joc,museum,06:00,08/01/2019,0,189916
joc,museum,06:30,08/01/2019,0,189916
joc,museum,07:00,08/01/2019,0,189916
joc,museum,07:30,08/01/2019,0,189916
joc,museum,08:00,08/01/2019,0,189916
joc,museum,08:30,08/01/2019,0,189916
joc,museum,09:00,08/01/2019,0,189916
joc,museum,09:30,08/01/2019,0,189916
joc,museum,10:00,08/01/2019,0,189916
joc,museum,10:30,08/01/2019,0,189916
joc,museum,11:00,08/01/2019,0,189916
joc,museum,11:30,08/01/2019,0,189916
joc,museum,12:00,08/01/2019,0,189916
joc,museum,12:30,08/01/2019,0,189916
joc,museum,13:00,08/01/2019,0,189916
joc,museum,13:30,08/01/2019,0,189916
joc,museum,14:00,08/01/2019,0,189916
joc,museum,14:30,08/01/2019,0,189916
joc,museum,15:00,08/01/2019,0,189916
joc,museum,15:30,08/01/2019,0,189916
joc,museum,16:00,08/01/2019,0,189916
joc,museum,16:30,08/01/2019,0,189916
joc,museum,17:00,08/01/2019,0,189916
joc,museum,17:30,08/01/2019,0,189916
joc,museum,18:00,08/01/2019,0,189916
joc,museum,18:30,08/01/2019,0,189916
joc,museum,19:00,08/01/2019,0,189916
joc,museum,19:30,08/01/2019,0,189916
joc,museum,20:00,08/01/2019,0,189916
joc,museum,20:30,08/01/2019,0,189916
joc,museum,21:00,08/01/2019,0,189916
joc,museum,21:30,08/01/2019,0,189916
