sep=,
"Date","Visiteurs presents BU Rockefeller","Visiteurs presents BU Sciences Doua","Visiteurs presents BU Lyon-Sud","Visiteurs presents BU Croix-Rousse","Visiteurs presents BU Odontologie","Visiteurs presents Sciences Po Lyon","Visiteurs presents BU Chevreul","Visiteurs presents BU Bron","Visiteurs presents Bib Marie Curie","Visiteurs presents BU Manufacture - Lyon 3","Visiteurs presents Learning Hub Lyon - Ecully","Visiteurs presents maker's lab Lyon - Ecully","Visiteurs presents Bib Michel Serres","Visiteurs presents atelier makers' lab Lyon - Ecully","Visiteurs presents total","Entrees BU Rockefeller","Entrees BU Sciences Doua","Entrees BU Lyon-Sud","Entrees BU Croix-Rousse","Entrees BU Odontologie","Entrees Sciences Po Lyon","Entrees BU Chevreul","Entrees BU Bron","Entrees Bib Marie Curie","Entrees BU Manufacture - Lyon 3","Entrees Learning Hub Lyon - Ecully","Entrees maker's lab Lyon - Ecully","Entrees Bib Michel Serres","Entrees atelier makers' lab Lyon - Ecully","Entrees total","Sorties BU Rockefeller","Sorties BU Sciences Doua","Sorties BU Lyon-Sud","Sorties BU Croix-Rousse","Sorties BU Odontologie","Sorties Sciences Po Lyon","Sorties BU Chevreul","Sorties BU Bron","Sorties Bib Marie Curie","Sorties BU Manufacture - Lyon 3","Sorties Learning Hub Lyon - Ecully","Sorties maker's lab Lyon - Ecully","Sorties Bib Michel Serres","Sorties atelier makers' lab Lyon - Ecully","Sorties total"
"19/01/2019",308.7083,409.3636,44.2727,7.2857,0,0,170.5556,0,140.3333,90.4118,2.6923,0,14.8462,0,1188.4695000000002,2424,2418,522,37,0,0,1148,0,830,518,21,0,75,0,7993,2424,2418,522,37,0,0,1148,0,806,518,21,0,75,0,7969
"20/01/2019",227.6818,535.3182,41.1818,0,0,0,0,0,0,119.5,0,0,0,0,923.6818,1521,3205,429,0,0,0,0,0,0,617,0,0,0,0,5772,1521,3205,429,0,0,0,0,0,0,617,0,0,0,0,5772
"21/01/2019",331.7333,382.9,70.0333,60.6818,23.75,22.5217,208.0769,133.8182,183.75,246.5862,70.2759,7.7586,22.125,0,1764.0108999999998,3586,3764,1152,701,200,473,2392,1760,2032,3720,1307,293,451,0,21831,3586,3764,1152,701,200,473,2392,1760,1986,3720,1307,293,451,0,21785
"22/01/2019",324.6,395.0667,52.9333,57.8182,19.7,39.3478,91.8077,136.9091,133.7857,305.2414,70.931,10.7586,22.2917,0,1661.1911999999998,3637,4199,889,605,176,562,2076,1606,1971,3502,1343,332,276,0,21174,3637,4199,889,605,176,562,2076,1606,1989,3502,1343,332,276,0,21192
"23/01/2019",287.9667,447.5333,60.2,47.3182,12.05,41.6087,182.1538,133.7273,142.2857,338.4138,26.3103,0.6552,16.375,0,1736.598,3210,4280,989,506,92,500,2065,1639,1937,3869,447,105,214,0,19853,3210,4280,989,506,92,500,2065,1639,1934,3869,447,105,214,0,19850
"24/01/2019",274.3,457.6333,63.2667,57.2727,7,34.5217,126.1875,87.4167,135.75,382.8621,108.0345,0,19.8333,0,1754.0785,3487,4259,1080,651,75,441,1268,695,1865,3921,1109,326,210,0,19387,3487,4259,1080,651,75,441,1268,695,1873,3921,1109,326,210,0,19395
"25/01/2019",278.5,295.6667,63.8333,44.05,6.1667,20,182.2692,76.5909,66.5714,234.3448,26.931,0.6897,15.75,0,1311.3636999999999,3241,3119,1103,539,86,188,1893,1006,1644,2683,619,138,214,0,16473,3241,3119,1103,539,86,188,1893,1006,1736,2683,619,138,214,0,16565
"26/01/2019",316.9167,477.0455,51.3636,6,0,0,138.8889,0,250.3889,106.3529,8.3846,0,1.3077,0,1356.6488000000002,2431,2951,533,37,0,0,934,0,2075,593,58,0,9,0,9621,2431,2951,533,37,0,0,934,0,1866,593,58,0,9,0,9412
"27/01/2019",218.3636,510.1364,30.5455,0,0,0,0,0,0,118.1667,0,0,0,0,877.2121999999999,1789,3812,369,0,0,0,0,0,0,667,0,0,0,0,6637,1789,3812,369,0,0,0,0,0,0,667,0,0,0,0,6637
"28/01/2019",339.8,378.1667,60.9333,66.0909,16.25,39.3913,257.2308,181.5,112,319.069,50.6552,6.2759,27.75,0,1855.1131,3595,4181,1127,670,158,589,2569,2135,1758,4409,1058,287,409,0,22945,3595,4181,1127,670,158,589,2569,2135,1807,4409,1058,287,409,0,22994
"29/01/2019",335.6,412.7,53.6667,48.7727,16.55,44.7826,276.1538,175.4091,132.8929,380.2414,53.3103,17.0345,13.625,0,1960.7390000000003,3629,4382,963,612,157,570,2643,1981,1852,4469,1019,424,194,0,22895,3629,4382,963,612,157,570,2643,1981,1860,4469,1019,424,194,0,22903
"30/01/2019",327.5333,280.4333,68.1667,80.7273,7.95,52.8696,258.6154,203.6364,140.6786,354.3103,74.2759,6.4828,11.125,0,1866.8046000000002,3552,3526,1157,1003,92,611,2789,2030,1873,4529,903,223,152,611,23051,3552,3526,1157,1003,92,611,2789,2030,1854,4529,903,223,152,611,23032
"31/01/2019",332.4,354.6,68.9667,52.1364,10.25,84.8261,275.0385,168.9545,101.0714,526.1379,95.6897,3.7586,9.2083,0,2083.0380999999998,3751,3679,1121,604,94,365,2721,1812,1400,4240,863,214,143,567,21574,3751,3679,1121,604,94,365,2721,1812,1407,4240,863,214,143,567,21581
"01/02/2019",277.1667,219.9333,59.2667,34.9,11.6667,42.25,213,104.1818,17.9643,269.1034,55.1724,4.7931,6.375,0,1315.7734,3269,2580,1081,485,95,331,2060,1040,808,3131,604,181,128,0,15793,3269,2580,1081,485,95,331,2060,1040,849,3131,604,181,128,0,15834
"02/02/2019",304,289.4091,48.5455,8.1429,0,0,185.3333,0,12.2222,90.4118,8.9231,0,1.4615,0,948.4494000000001,2263,1828,579,47,0,0,1150,0,161,1047,59,0,13,0,7147,2263,1828,579,47,0,0,1150,0,184,1047,59,0,13,0,7170
"03/02/2019",265.2273,364.4091,42.9545,0,0,0,0,0,0,158.3889,0,0,0,0,830.9798000000002,1794,2203,452,0,0,0,0,0,0,738,0,0,0,0,5187,1794,2203,452,0,0,0,0,0,0,738,0,0,0,0,5187
"04/02/2019",356.8667,313.2,55.4333,57.9545,25.6,47.1739,275.6154,210.6818,59,392.4138,67.9655,11.1034,12.5,0,1885.5083000000002,4156,3339,1205,674,197,629,2678,2207,1095,4909,1375,282,170,0,22916,4156,3339,1205,674,197,629,2678,2207,1092,4909,1375,282,170,0,22913
"05/02/2019",320.6333,339.5333,48.0333,37.8636,11.4,50.1304,297.7692,177.5909,65.75,455.4483,125.069,10.8276,12.8333,0,1952.8822,3622,3743,742,483,118,565,2968,1923,1046,5355,1314,398,212,0,22489,3622,3743,742,483,118,565,2968,1923,1034,5355,1314,398,212,0,22477
"06/02/2019",290.1667,328.2333,60.1333,68.8636,18.45,50.5217,297.2692,205.3182,67,468.4828,55.7241,6.4483,11.1667,0,1927.7778999999998,3369,3589,957,742,151,654,2964,2025,1179,5136,981,197,207,0,22151,3369,3589,957,742,151,654,2964,2025,1192,5136,981,197,207,0,22164
"07/02/2019",303.9,307.3,67.4333,38.7273,8.1,71.1304,295.3077,169.5455,13.7143,444.4828,206.5172,11.5172,8.2917,0,1945.9674000000002,3442,3183,1110,523,107,684,2933,1735,1109,5141,1246,478,128,0,21819,3442,3183,1110,523,107,684,2933,1735,1180,5141,1246,478,128,0,21890
"08/02/2019",285.7,275.4667,59.7333,47.65,9.2222,43.5,259.0769,104.8182,21.9286,307.2414,44.5172,4.069,5.875,0,1468.7985,3241,3063,1005,474,105,340,2301,1110,865,3844,596,190,130,0,17264,3241,3063,1005,474,105,340,2301,1110,917,3844,596,190,130,0,17316
"09/02/2019",301.8333,335.1364,49.6818,14.2857,0,0,246.7778,0,28.8333,151.5294,13.6154,0,2.0769,0,1143.7699999999998,2317,2144,513,67,0,0,1417,0,321,958,94,0,55,0,7886,2317,2144,513,67,0,0,1417,0,342,958,94,0,55,0,7907
"10/02/2019",247.3182,413.9091,32.7273,0,0,0,0,0,0,165.7222,0,0,0,0,859.6768,1600,2531,394,0,0,0,0,0,0,918,0,0,0,0,5443,1600,2531,394,0,0,0,0,0,0,918,0,0,0,0,5443
"11/02/2019",383.8,386.8,75.0667,45.6818,24.4,54.8261,308.3077,204.6364,40.4643,455.3793,6.3448,2.4483,10.6667,0,1998.8221000000003,4493,4452,1078,568,195,689,2948,2274,1168,5332,2229,311,218,0,25955,4493,4452,1078,568,195,689,2948,2274,1223,5332,2229,311,218,0,26010
"12/02/2019",355,296.4,59.8333,54.4091,18.3,52.913,323.5,183.2727,81.6429,467.931,134.8621,108.931,13.2083,0,2150.2034,4094,3727,1010,689,178,618,3383,2184,1337,5423,1322,733,192,0,24890,4094,3727,1010,689,178,618,3383,2184,1319,5423,1322,733,192,0,24872
"13/02/2019",353.9667,317.2667,66.4333,64,27.25,50.6087,287.5769,198,50.1786,426.2759,110.8621,7.069,11.25,0,1970.7378999999999,4051,3581,1097,871,201,621,2978,2074,1065,5224,1052,244,209,0,23268,4051,3581,1097,871,201,621,2978,2074,1092,5224,1052,244,209,0,23295
"14/02/2019",302.2,251.5,47.5333,42.2727,12.1,56.2609,251.5,135.9545,39.3571,374.2759,113.5862,4,5.2917,0,1635.8323,3669,2983,987,637,97,715,2612,1650,988,4449,1054,306,161,0,20308,3669,2983,987,637,97,715,2612,1650,1025,4449,1054,306,161,0,20345
"15/02/2019",270.9333,181.6333,55.8,24,9.2222,22.4,169.7692,69.4091,42.0357,226.3448,38.4828,1.8276,3.0833,0,1114.9413000000002,3231,2347,932,430,98,283,1998,966,777,3322,814,137,114,0,15449,3231,2347,932,430,98,283,1998,966,767,3322,814,137,114,0,15439
"16/02/2019",239.0417,166.4545,43.3182,3.4286,0,0,146.1667,0,14.8333,79.4118,10.6923,0,0,0,703.3471,1917,1077,454,35,0,0,909,0,155,585,70,0,0,0,5202,1917,1077,454,35,0,0,909,0,157,585,70,0,0,0,5204
"17/02/2019",165.5,185.4091,40.5455,0,0,0,0,0,0,89.2778,0,0,0,0,480.7324,1168,1202,414,0,0,0,0,0,0,448,0,0,0,0,3232,1168,1202,414,0,0,0,0,0,0,448,0,0,0,0,3232
