date;year;month;week;day;institution;entrees;sorties;visiteurs;sumentrees;sumsorties;sumvisiteurs;Totalentrees
2018-10-17;2018;10;42;17;BU Lyon-Sud;0;0;0.0;21749;21749;1333.7202999999995;102127
2018-10-18;2018;10;42;18;BU Lyon-Sud;0;0;0.0;21749;21749;1333.7202999999995;102127
2018-10-19;2018;10;42;19;BU Lyon-Sud;0;0;0.0;21749;21749;1333.7202999999995;102127
2018-10-20;2018;10;42;20;BU Lyon-Sud;0;0;0.0;21749;21749;1333.7202999999995;102127
2018-10-21;2018;10;42;21;BU Lyon-Sud;0;0;0.0;21749;21749;1333.7202999999995;102127
2018-10-22;2018;10;43;22;BU Lyon-Sud;846;846;56.6667;22595;22595;1390.3869999999995;102127
2018-10-23;2018;10;43;23;BU Lyon-Sud;741;741;46.2333;23336;23336;1436.6202999999996;102127
2018-10-24;2018;10;43;24;BU Lyon-Sud;798;798;48.3667;24134;24134;1484.9869999999996;102127
2018-10-25;2018;10;43;25;BU Lyon-Sud;831;831;45.2;24965;24965;1530.1869999999997;102127
2018-10-26;2018;10;43;26;BU Lyon-Sud;883;883;51.6333;25848;25848;1581.8202999999996;102127
2018-10-27;2018;10;43;27;BU Lyon-Sud;407;407;38.8636;26255;26255;1620.6838999999995;102127
2018-10-28;2018;10;43;28;BU Lyon-Sud;0;0;0.0;26255;26255;1620.6838999999995;102127
2018-10-29;2018;10;44;29;BU Lyon-Sud;918;918;58.8333;27173;27173;1679.5171999999995;102127
2018-10-30;2018;10;44;30;BU Lyon-Sud;913;913;60.0333;28086;28086;1739.5504999999996;102127
2018-10-31;2018;10;44;31;BU Lyon-Sud;819;819;52.6;28905;28905;1792.1504999999995;102127
2018-11-01;2018;11;44;1;BU Lyon-Sud;0;0;0.0;28905;28905;1792.1504999999995;102127
2018-11-02;2018;11;44;2;BU Lyon-Sud;908;908;59.9333;29813;29813;1852.0837999999994;102127
2018-11-03;2018;11;44;3;BU Lyon-Sud;406;406;40.2727;30219;30219;1892.3564999999994;102127
2018-11-04;2018;11;44;4;BU Lyon-Sud;0;0;0.0;30219;30219;1892.3564999999994;102127
2018-11-05;2018;11;45;5;BU Lyon-Sud;987;987;59.3333;31206;31206;1951.6897999999994;102127
2018-11-06;2018;11;45;6;BU Lyon-Sud;941;941;68.1;32147;32147;2019.7897999999993;102127
2018-11-07;2018;11;45;7;BU Lyon-Sud;1086;1086;70.0333;33233;33233;2089.823099999999;102127
2018-11-08;2018;11;45;8;BU Lyon-Sud;850;850;54.5667;34083;34083;2144.389799999999;102127
2018-11-09;2018;11;45;9;BU Lyon-Sud;884;884;49.9667;34967;34967;2194.356499999999;102127
2018-11-10;2018;11;45;10;BU Lyon-Sud;393;393;40.7727;35360;35360;2235.129199999999;102127
2018-11-11;2018;11;45;11;BU Lyon-Sud;0;0;0.0;35360;35360;2235.129199999999;102127
2018-11-12;2018;11;46;12;BU Lyon-Sud;852;852;58.5333;36212;36212;2293.662499999999;102127
2018-11-13;2018;11;46;13;BU Lyon-Sud;1014;1014;68.9;37226;37226;2362.562499999999;102127
2018-11-14;2018;11;46;14;BU Lyon-Sud;1030;1030;66.2333;38256;38256;2428.795799999999;102127
2018-11-15;2018;11;46;15;BU Lyon-Sud;1000;1000;64.0;39256;39256;2492.795799999999;102127
2018-11-16;2018;11;46;16;BU Lyon-Sud;946;946;63.2667;40202;40202;2556.062499999999;102127
2018-11-17;2018;11;46;17;BU Lyon-Sud;481;481;50.8182;40683;40683;2606.8806999999993;102127
2018-11-18;2018;11;46;18;BU Lyon-Sud;403;403;41.5909;41086;41086;2648.4715999999994;102127
2018-11-19;2018;11;47;19;BU Lyon-Sud;1196;1196;73.7;42282;42282;2722.171599999999;102127
2018-11-20;2018;11;47;20;BU Lyon-Sud;1123;1123;74.5667;43405;43405;2796.738299999999;102127
2018-11-21;2018;11;47;21;BU Lyon-Sud;1074;1074;75.7;44479;44479;2872.438299999999;102127
2018-11-22;2018;11;47;22;BU Lyon-Sud;1011;1011;75.8333;45490;45490;2948.2715999999987;102127
2018-11-23;2018;11;47;23;BU Lyon-Sud;936;936;63.1;46426;46426;3011.3715999999986;102127
2018-11-24;2018;11;47;24;BU Lyon-Sud;575;575;53.0909;47001;47001;3064.4624999999987;102127
2018-11-25;2018;11;47;25;BU Lyon-Sud;579;579;56.2727;47580;47580;3120.7351999999987;102127
2018-11-26;2018;11;48;26;BU Lyon-Sud;1098;1098;82.8;48678;48678;3203.535199999999;102127
2018-11-27;2018;11;48;27;BU Lyon-Sud;1100;1100;77.8333;49778;49778;3281.3684999999987;102127
2018-11-28;2018;11;48;28;BU Lyon-Sud;1141;1141;70.5;50919;50919;3351.8684999999987;102127
2018-11-29;2018;11;48;29;BU Lyon-Sud;975;975;72.4;51894;51894;3424.2684999999988;102127
2018-11-30;2018;11;48;30;BU Lyon-Sud;1092;1092;76.5667;52986;52986;3500.8351999999986;102127
2018-12-01;2018;12;48;1;BU Lyon-Sud;698;698;58.1818;53684;53684;3559.0169999999985;102127
2018-12-02;2018;12;48;2;BU Lyon-Sud;622;622;65.9545;54306;54306;3624.9714999999983;102127
2018-12-03;2018;12;49;3;BU Lyon-Sud;1040;1040;81.8;55346;55346;3706.7714999999985;102127
2018-12-04;2018;12;49;4;BU Lyon-Sud;1058;1058;78.0667;56404;56404;3784.8381999999983;102127
2018-12-05;2018;12;49;5;BU Lyon-Sud;1096;1096;80.4667;57500;57500;3865.3048999999983;102127
2018-12-06;2018;12;49;6;BU Lyon-Sud;1004;1004;77.3333;58504;58504;3942.638199999998;102127
2018-12-07;2018;12;49;7;BU Lyon-Sud;940;940;67.0333;59444;59444;4009.671499999998;102127
2018-12-08;2018;12;49;8;BU Lyon-Sud;780;780;73.3182;60224;60224;4082.9896999999983;102127
2018-12-09;2018;12;49;9;BU Lyon-Sud;707;707;64.1364;60931;60931;4147.126099999999;102127
2018-12-10;2018;12;50;10;BU Lyon-Sud;948;948;68.8;61879;61879;4215.926099999999;102127
2018-12-11;2018;12;50;11;BU Lyon-Sud;986;986;75.7333;62865;62865;4291.659399999999;102127
2018-12-12;2018;12;50;12;BU Lyon-Sud;705;705;50.9667;63570;63570;4342.626099999999;102127
2018-12-13;2018;12;50;13;BU Lyon-Sud;501;501;29.1;64071;64071;4371.726099999999;102127
2018-12-14;2018;12;50;14;BU Lyon-Sud;416;416;28.8667;64487;64487;4400.5927999999985;102127
2018-12-15;2018;12;50;15;BU Lyon-Sud;246;246;24.7727;64733;64733;4425.365499999999;102127
2018-12-16;2018;12;50;16;BU Lyon-Sud;174;174;16.3182;64907;64907;4441.683699999999;102127
2018-12-17;2018;12;51;17;BU Lyon-Sud;506;506;25.9;65413;65413;4467.583699999998;102127
2018-12-18;2018;12;51;18;BU Lyon-Sud;238;238;18.5333;65651;65651;4486.116999999998;102127
2018-12-19;2018;12;51;19;BU Lyon-Sud;222;222;11.0667;65873;65873;4497.183699999999;102127
2018-12-20;2018;12;51;20;BU Lyon-Sud;134;134;5.3667;66007;66007;4502.550399999998;102127
2018-12-21;2018;12;51;21;BU Lyon-Sud;100;100;5.2727;66107;66107;4507.823099999999;102127
2018-12-22;2018;12;51;22;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-23;2018;12;51;23;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-24;2018;12;52;24;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-25;2018;12;52;25;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-26;2018;12;52;26;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-27;2018;12;52;27;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-28;2018;12;52;28;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-29;2018;12;52;29;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-30;2018;12;52;30;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2018-12-31;2018;12;1;31;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2019-01-01;2019;1;1;1;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2019-01-02;2019;1;1;2;BU Lyon-Sud;0;0;0.0;66107;66107;4507.823099999999;102127
2019-01-03;2019;1;1;3;BU Lyon-Sud;304;304;19.2667;66411;66411;4527.089799999999;102127
2019-01-04;2019;1;1;4;BU Lyon-Sud;297;297;17.3;66708;66708;4544.389799999999;102127
2019-01-05;2019;1;1;5;BU Lyon-Sud;139;139;13.8182;66847;66847;4558.207999999999;102127
2019-01-06;2019;1;1;6;BU Lyon-Sud;133;133;13.4091;66980;66980;4571.617099999999;102127
2019-01-07;2019;1;2;7;BU Lyon-Sud;596;596;33.8667;67576;67576;4605.483799999998;102127
2019-01-08;2019;1;2;8;BU Lyon-Sud;829;829;52.3333;68405;68405;4657.817099999998;102127
2019-01-09;2019;1;2;9;BU Lyon-Sud;1015;1015;59.9667;69420;69420;4717.783799999998;102127
2019-01-10;2019;1;2;10;BU Lyon-Sud;958;958;44.8667;70378;70378;4762.650499999998;102127
2019-01-11;2019;1;2;11;BU Lyon-Sud;798;798;39.4333;71176;71176;4802.083799999998;102127
2019-01-12;2019;1;2;12;BU Lyon-Sud;447;447;36.3182;71623;71623;4838.401999999997;102127
2019-01-13;2019;1;2;13;BU Lyon-Sud;320;320;29.5;71943;71943;4867.901999999997;102127
2019-01-14;2019;1;3;14;BU Lyon-Sud;872;872;52.6333;72815;72815;4920.535299999998;102127
2019-01-15;2019;1;3;15;BU Lyon-Sud;812;812;50.1;73627;73627;4970.635299999998;102127
2019-01-16;2019;1;3;16;BU Lyon-Sud;1037;1037;61.9;74664;74664;5032.535299999998;102127
2019-01-17;2019;1;3;17;BU Lyon-Sud;984;984;47.5667;75648;75648;5080.101999999998;102127
2019-01-18;2019;1;3;18;BU Lyon-Sud;1035;1035;50.1333;76683;76683;5130.2352999999985;102127
2019-01-19;2019;1;3;19;BU Lyon-Sud;522;522;44.2727;77205;77205;5174.507999999999;102127
2019-01-20;2019;1;3;20;BU Lyon-Sud;429;429;41.1818;77634;77634;5215.689799999999;102127
2019-01-21;2019;1;4;21;BU Lyon-Sud;1152;1152;70.0333;78786;78786;5285.723099999999;102127
2019-01-22;2019;1;4;22;BU Lyon-Sud;889;889;52.9333;79675;79675;5338.656399999999;102127
2019-01-23;2019;1;4;23;BU Lyon-Sud;989;989;60.2;80664;80664;5398.856399999999;102127
2019-01-24;2019;1;4;24;BU Lyon-Sud;1080;1080;63.2667;81744;81744;5462.123099999999;102127
2019-01-25;2019;1;4;25;BU Lyon-Sud;1103;1103;63.8333;82847;82847;5525.956399999999;102127
2019-01-26;2019;1;4;26;BU Lyon-Sud;533;533;51.3636;83380;83380;5577.319999999999;102127
2019-01-27;2019;1;4;27;BU Lyon-Sud;369;369;30.5455;83749;83749;5607.865499999999;102127
2019-01-28;2019;1;5;28;BU Lyon-Sud;1127;1127;60.9333;84876;84876;5668.798799999999;102127
2019-01-29;2019;1;5;29;BU Lyon-Sud;963;963;53.6667;85839;85839;5722.465499999998;102127
2019-01-30;2019;1;5;30;BU Lyon-Sud;1157;1157;68.1667;86996;86996;5790.632199999998;102127
2019-01-31;2019;1;5;31;BU Lyon-Sud;1121;1121;68.9667;88117;88117;5859.598899999998;102127
2019-02-01;2019;2;5;1;BU Lyon-Sud;1081;1081;59.2667;89198;89198;5918.865599999998;102127
2019-02-02;2019;2;5;2;BU Lyon-Sud;579;579;48.5455;89777;89777;5967.411099999998;102127
2019-02-03;2019;2;5;3;BU Lyon-Sud;452;452;42.9545;90229;90229;6010.365599999998;102127
2019-02-04;2019;2;6;4;BU Lyon-Sud;1205;1205;55.4333;91434;91434;6065.798899999998;102127
2019-02-05;2019;2;6;5;BU Lyon-Sud;742;742;48.0333;92176;92176;6113.832199999998;102127
2019-02-06;2019;2;6;6;BU Lyon-Sud;957;957;60.1333;93133;93133;6173.965499999998;102127
2019-02-07;2019;2;6;7;BU Lyon-Sud;1110;1110;67.4333;94243;94243;6241.398799999998;102127
2019-02-08;2019;2;6;8;BU Lyon-Sud;1005;1005;59.7333;95248;95248;6301.132099999998;102127
2019-02-09;2019;2;6;9;BU Lyon-Sud;513;513;49.6818;95761;95761;6350.813899999998;102127
2019-02-10;2019;2;6;10;BU Lyon-Sud;394;394;32.7273;96155;96155;6383.541199999998;102127
2019-02-11;2019;2;7;11;BU Lyon-Sud;1078;1078;75.0667;97233;97233;6458.607899999998;102127
2019-02-12;2019;2;7;12;BU Lyon-Sud;1010;1010;59.8333;98243;98243;6518.441199999998;102127
2019-02-13;2019;2;7;13;BU Lyon-Sud;1097;1097;66.4333;99340;99340;6584.874499999998;102127
2019-02-14;2019;2;7;14;BU Lyon-Sud;987;987;47.5333;100327;100327;6632.407799999998;102127
2019-02-15;2019;2;7;15;BU Lyon-Sud;932;932;55.8;101259;101259;6688.207799999998;102127
2019-02-16;2019;2;7;16;BU Lyon-Sud;454;454;43.3182;101713;101713;6731.525999999998;102127
2019-02-17;2019;2;7;17;BU Lyon-Sud;414;414;40.5455;102127;102127;6772.071499999998;102127
2018-09-01;2018;9;35;1;BU Manufacture - Lyon 3;0;0;0.0;0;0;0.0;559686
2018-09-02;2018;9;35;2;BU Manufacture - Lyon 3;0;0;0.0;0;0;0.0;559686
2018-09-03;2018;9;36;3;BU Manufacture - Lyon 3;1446;1446;53.5217;1446;1446;53.5217;559686
2018-09-04;2018;9;36;4;BU Manufacture - Lyon 3;1618;1618;86.4348;3064;3064;139.9565;559686
2018-09-05;2018;9;36;5;BU Manufacture - Lyon 3;1853;1853;146.7826;4917;4917;286.7391;559686
2018-09-06;2018;9;36;6;BU Manufacture - Lyon 3;1918;1918;156.6522;6835;6835;443.3913;559686
2018-09-07;2018;9;36;7;BU Manufacture - Lyon 3;1742;1742;129.6087;8577;8577;573.0;559686
2018-09-08;2018;9;36;8;BU Manufacture - Lyon 3;0;0;0.0;8577;8577;573.0;559686
2018-09-09;2018;9;36;9;BU Manufacture - Lyon 3;0;0;0.0;8577;8577;573.0;559686
2018-09-10;2018;9;37;10;BU Manufacture - Lyon 3;3455;3455;268.2609;12032;12032;841.2609;559686
2018-09-11;2018;9;37;11;BU Manufacture - Lyon 3;2934;2934;243913.0;14966;14966;244754.2609;559686
2018-09-12;2018;9;37;12;BU Manufacture - Lyon 3;3782;3782;346.2174;18748;18748;245100.4783;559686
2018-09-13;2018;9;37;13;BU Manufacture - Lyon 3;2754;2754;180.2174;21502;21502;245280.69569999998;559686
2018-09-14;2018;9;37;14;BU Manufacture - Lyon 3;2666;2666;214.7391;24168;24168;245495.4348;559686
2018-09-15;2018;9;37;15;BU Manufacture - Lyon 3;0;0;0.0;24168;24168;245495.4348;559686
2018-09-16;2018;9;37;16;BU Manufacture - Lyon 3;0;0;0.0;24168;24168;245495.4348;559686
2018-09-17;2018;9;38;17;BU Manufacture - Lyon 3;4851;4851;369.3793;29019;29019;245864.8141;559686
2018-09-18;2018;9;38;18;BU Manufacture - Lyon 3;5235;5235;341.2759;34254;34254;246206.09;559686
2018-09-19;2018;9;38;19;BU Manufacture - Lyon 3;5057;5057;317.6897;39311;39311;246523.77969999998;559686
2018-09-20;2018;9;38;20;BU Manufacture - Lyon 3;4568;4568;356.4138;43879;43879;246880.1935;559686
2018-09-21;2018;9;38;21;BU Manufacture - Lyon 3;4005;4005;222.4138;47884;47884;247102.6073;559686
2018-09-22;2018;9;38;22;BU Manufacture - Lyon 3;815;815;126.5882;48699;48699;247229.1955;559686
2018-09-23;2018;9;38;23;BU Manufacture - Lyon 3;0;0;0.0;48699;48699;247229.1955;559686
2018-09-24;2018;9;39;24;BU Manufacture - Lyon 3;6277;6277;510.7586;54976;54976;247739.9541;559686
2018-09-25;2018;9;39;25;BU Manufacture - Lyon 3;6478;6478;464.1034;61454;61454;248204.0575;559686
2018-09-26;2018;9;39;26;BU Manufacture - Lyon 3;6317;6317;508.4138;67771;67771;248712.4713;559686
2018-09-27;2018;9;39;27;BU Manufacture - Lyon 3;5640;5640;404.4138;73411;73411;249116.8851;559686
2018-09-28;2018;9;39;28;BU Manufacture - Lyon 3;4120;4120;291.7586;77531;77531;249408.64370000002;559686
2018-09-29;2018;9;39;29;BU Manufacture - Lyon 3;958;958;160.7647;78489;78489;249569.40840000001;559686
2018-09-30;2018;9;39;30;BU Manufacture - Lyon 3;0;0;0.0;78489;78489;249569.40840000001;559686
2018-10-01;2018;10;40;1;BU Manufacture - Lyon 3;7168;7168;601.5517;85657;85657;250170.96010000003;559686
2018-10-02;2018;10;40;2;BU Manufacture - Lyon 3;7299;7299;595.6552;92956;92956;250766.61530000003;559686
2018-10-03;2018;10;40;3;BU Manufacture - Lyon 3;7027;7027;535.4138;99983;99983;251302.02910000004;559686
2018-10-04;2018;10;40;4;BU Manufacture - Lyon 3;6927;6927;526.0;106910;106910;251828.02910000004;559686
2018-10-05;2018;10;40;5;BU Manufacture - Lyon 3;4667;4667;363931.0;111577;111577;615759.0291;559686
2018-10-06;2018;10;40;6;BU Manufacture - Lyon 3;747;747;82.3529;112324;112324;615841.3820000001;559686
2018-10-07;2018;10;40;7;BU Manufacture - Lyon 3;0;0;0.0;112324;112324;615841.3820000001;559686
2018-10-08;2018;10;41;8;BU Manufacture - Lyon 3;6833;6833;577.2759;119157;119157;616418.6579000001;559686
2018-10-09;2018;10;41;9;BU Manufacture - Lyon 3;7093;7093;577.8276;126250;126250;616996.4855000001;559686
2018-10-10;2018;10;41;10;BU Manufacture - Lyon 3;6966;6966;514.7931;133216;133216;617511.2786000001;559686
2018-10-11;2018;10;41;11;BU Manufacture - Lyon 3;6702;6702;562.8966;139918;139918;618074.1752;559686
2018-10-12;2018;10;41;12;BU Manufacture - Lyon 3;4779;4779;369.3448;144697;144697;618443.52;559686
2018-10-13;2018;10;41;13;BU Manufacture - Lyon 3;1054;1054;177.3529;145751;145751;618620.8729000001;559686
2018-10-14;2018;10;41;14;BU Manufacture - Lyon 3;0;0;0.0;145751;145751;618620.8729000001;559686
2018-10-15;2018;10;42;15;BU Manufacture - Lyon 3;6793;6793;574.6897;152544;152544;619195.5626000001;559686
2018-10-16;2018;10;42;16;BU Manufacture - Lyon 3;6872;6872;514.2069;159416;159416;619709.7695;559686
2018-10-17;2018;10;42;17;BU Manufacture - Lyon 3;6915;6915;517.1379;166331;166331;620226.9074;559686
2018-10-18;2018;10;42;18;BU Manufacture - Lyon 3;6474;6474;533.2069;172805;172805;620760.1143;559686
2018-10-19;2018;10;42;19;BU Manufacture - Lyon 3;4547;4547;359.6207;177352;177352;621119.735;559686
2018-10-20;2018;10;42;20;BU Manufacture - Lyon 3;1082;1082;187.5294;178434;178434;621307.2644;559686
2018-10-21;2018;10;42;21;BU Manufacture - Lyon 3;0;0;0.0;178434;178434;621307.2644;559686
2018-10-22;2018;10;43;22;BU Manufacture - Lyon 3;7126;7126;605.2069;185560;185560;621912.4713;559686
2018-10-23;2018;10;43;23;BU Manufacture - Lyon 3;7230;7230;603.8276;192790;192790;622516.2988999999;559686
2018-10-24;2018;10;43;24;BU Manufacture - Lyon 3;6973;6973;551.8966;199763;199763;623068.1954999999;559686
2018-10-25;2018;10;43;25;BU Manufacture - Lyon 3;6646;6646;564.4138;206409;206409;623632.6092999999;559686
2018-10-26;2018;10;43;26;BU Manufacture - Lyon 3;4905;4905;367.2414;211314;211314;623999.8507;559686
2018-10-27;2018;10;43;27;BU Manufacture - Lyon 3;1103;1103;173.7647;212417;212417;624173.6154;559686
2018-10-28;2018;10;43;28;BU Manufacture - Lyon 3;0;0;0.0;212417;212417;624173.6154;559686
2018-10-29;2018;10;44;29;BU Manufacture - Lyon 3;5111;5111;427.1034;217528;217528;624600.7188;559686
2018-10-30;2018;10;44;30;BU Manufacture - Lyon 3;4271;4271;384.6552;221799;221799;624985.3740000001;559686
2018-10-31;2018;10;44;31;BU Manufacture - Lyon 3;3479;3479;327.8966;225278;225278;625313.2706;559686
2018-11-01;2018;11;44;1;BU Manufacture - Lyon 3;0;0;0.0;225278;225278;625313.2706;559686
2018-11-02;2018;11;44;2;BU Manufacture - Lyon 3;2372;2372;262.5862;227650;227650;625575.8568000001;559686
2018-11-03;2018;11;44;3;BU Manufacture - Lyon 3;0;0;0.0;227650;227650;625575.8568000001;559686
2018-11-04;2018;11;44;4;BU Manufacture - Lyon 3;0;0;0.0;227650;227650;625575.8568000001;559686
2018-11-05;2018;11;45;5;BU Manufacture - Lyon 3;6770;6770;529.4138;234420;234420;626105.2706;559686
2018-11-06;2018;11;45;6;BU Manufacture - Lyon 3;7408;7408;549.2759;241828;241828;626654.5465;559686
2018-11-07;2018;11;45;7;BU Manufacture - Lyon 3;7204;7204;595.7241;249032;249032;627250.2706;559686
2018-11-08;2018;11;45;8;BU Manufacture - Lyon 3;6573;6573;572.5172;255605;255605;627822.7878;559686
2018-11-09;2018;11;45;9;BU Manufacture - Lyon 3;5026;5026;458.2414;260631;260631;628281.0292000001;559686
2018-11-10;2018;11;45;10;BU Manufacture - Lyon 3;1223;1223;229.1176;261854;261854;628510.1468000001;559686
2018-11-11;2018;11;45;11;BU Manufacture - Lyon 3;0;0;0.0;261854;261854;628510.1468000001;559686
2018-11-12;2018;11;46;12;BU Manufacture - Lyon 3;6812;6812;566.5862;268666;268666;629076.7330000001;559686
2018-11-13;2018;11;46;13;BU Manufacture - Lyon 3;7490;7490;631.0;276156;276156;629707.7330000001;559686
2018-11-14;2018;11;46;14;BU Manufacture - Lyon 3;6997;6997;630.0;283153;283153;630337.7330000001;559686
2018-11-15;2018;11;46;15;BU Manufacture - Lyon 3;6658;6658;555.6897;289811;289811;630893.4227000001;559686
2018-11-16;2018;11;46;16;BU Manufacture - Lyon 3;4991;4991;445.9655;294802;294802;631339.3882000002;559686
2018-11-17;2018;11;46;17;BU Manufacture - Lyon 3;1280;1280;238.8824;296082;296082;631578.2706000002;559686
2018-11-18;2018;11;46;18;BU Manufacture - Lyon 3;0;0;0.0;296082;296082;631578.2706000002;559686
2018-11-19;2018;11;47;19;BU Manufacture - Lyon 3;7018;7018;639.9655;303100;303100;632218.2361000002;559686
2018-11-20;2018;11;47;20;BU Manufacture - Lyon 3;7421;7421;552.7931;310521;310521;632771.0292000002;559686
2018-11-21;2018;11;47;21;BU Manufacture - Lyon 3;7304;7304;595.6897;317825;317825;633366.7189000002;559686
2018-11-22;2018;11;47;22;BU Manufacture - Lyon 3;7237;7237;650.2069;325062;325062;634016.9258000002;559686
2018-11-23;2018;11;47;23;BU Manufacture - Lyon 3;4979;4979;415.1724;330041;330041;634432.0982000002;559686
2018-11-24;2018;11;47;24;BU Manufacture - Lyon 3;1310;1310;226.1765;331351;331351;634658.2747000002;559686
2018-11-25;2018;11;47;25;BU Manufacture - Lyon 3;0;0;0.0;331351;331351;634658.2747000002;559686
2018-11-26;2018;11;48;26;BU Manufacture - Lyon 3;6718;6718;668.4138;338069;338069;635326.6885000002;559686
2018-11-27;2018;11;48;27;BU Manufacture - Lyon 3;7224;7224;600.8276;345293;345293;635927.5161000001;559686
2018-11-28;2018;11;48;28;BU Manufacture - Lyon 3;7084;7084;632.5862;352377;352377;636560.1023000001;559686
2018-11-29;2018;11;48;29;BU Manufacture - Lyon 3;6996;6996;597.7241;359373;359373;637157.8264000001;559686
2018-11-30;2018;11;48;30;BU Manufacture - Lyon 3;5864;5864;545.7931;365237;365237;637703.6195000001;559686
2018-12-01;2018;12;48;1;BU Manufacture - Lyon 3;1440;1440;242.8235;366677;366677;637946.4430000002;559686
2018-12-02;2018;12;48;2;BU Manufacture - Lyon 3;0;0;0.0;366677;366677;637946.4430000002;559686
2018-12-03;2018;12;49;3;BU Manufacture - Lyon 3;5899;5899;619.6897;372576;372576;638566.1327000002;559686
2018-12-04;2018;12;49;4;BU Manufacture - Lyon 3;6256;6256;595.2759;378832;378832;639161.4086000002;559686
2018-12-05;2018;12;49;5;BU Manufacture - Lyon 3;6036;6036;579.9655;384868;384868;639741.3741000002;559686
2018-12-06;2018;12;49;6;BU Manufacture - Lyon 3;5306;5306;522.2414;390174;390174;640263.6155000003;559686
2018-12-07;2018;12;49;7;BU Manufacture - Lyon 3;4806;4806;465.4483;394980;394980;640729.0638000004;559686
2018-12-08;2018;12;49;8;BU Manufacture - Lyon 3;1471;1471;259.0588;396451;396451;640988.1226000004;559686
2018-12-09;2018;12;49;9;BU Manufacture - Lyon 3;0;0;0.0;396451;396451;640988.1226000004;559686
2018-12-10;2018;12;50;10;BU Manufacture - Lyon 3;5297;5297;547.5862;401748;401748;641535.7088000004;559686
2018-12-11;2018;12;50;11;BU Manufacture - Lyon 3;4920;4920;517.6552;406668;406668;642053.3640000004;559686
2018-12-12;2018;12;50;12;BU Manufacture - Lyon 3;4466;4466;425.3793;411134;411134;642478.7433000004;559686
2018-12-13;2018;12;50;13;BU Manufacture - Lyon 3;5030;5030;430.8276;416164;416164;642909.5709000004;559686
2018-12-14;2018;12;50;14;BU Manufacture - Lyon 3;4238;4238;356.7241;420402;420402;643266.2950000004;559686
2018-12-15;2018;12;50;15;BU Manufacture - Lyon 3;1308;1308;266.5882;421710;421710;643532.8832000004;559686
2018-12-16;2018;12;50;16;BU Manufacture - Lyon 3;0;0;0.0;421710;421710;643532.8832000004;559686
2018-12-17;2018;12;51;17;BU Manufacture - Lyon 3;4772;4772;473.4138;426482;426482;644006.2970000004;559686
2018-12-18;2018;12;51;18;BU Manufacture - Lyon 3;4353;4353;332.2759;430835;430835;644338.5729000004;559686
2018-12-19;2018;12;51;19;BU Manufacture - Lyon 3;2909;2909;269.1379;433744;433744;644607.7108000003;559686
2018-12-20;2018;12;51;20;BU Manufacture - Lyon 3;2179;2179;192.8621;435923;435923;644800.5729000004;559686
2018-12-21;2018;12;51;21;BU Manufacture - Lyon 3;1132;1132;95.6522;437055;437055;644896.2251000004;559686
2018-12-22;2018;12;51;22;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-23;2018;12;51;23;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-24;2018;12;52;24;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-25;2018;12;52;25;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-26;2018;12;52;26;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-27;2018;12;52;27;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-28;2018;12;52;28;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-29;2018;12;52;29;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-30;2018;12;52;30;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2018-12-31;2018;12;1;31;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2019-01-01;2019;1;1;1;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2019-01-02;2019;1;1;2;BU Manufacture - Lyon 3;0;0;0.0;437055;437055;644896.2251000004;559686
2019-01-03;2019;1;1;3;BU Manufacture - Lyon 3;1678;1678;165.3448;438733;438733;645061.5699000004;559686
2019-01-04;2019;1;1;4;BU Manufacture - Lyon 3;1521;1521;171.5862;440254;440254;645233.1561000004;559686
2019-01-05;2019;1;1;5;BU Manufacture - Lyon 3;548;548;104.8235;440802;440802;645337.9796000004;559686
