date;year;month;week;day;institution;entrees;sorties;visiteurs;sumentrees;sumsorties;sumvisiteurs;Totalentrees
2018-09-01;2018;9;35;1;BU Bron;0;0;0.0;0;0;0.0;215213
2018-09-02;2018;9;35;2;BU Bron;0;0;0.0;0;0;0.0;215213
2018-09-03;2018;9;36;3;BU Bron;172;172;7.6111;172;172;7.6111;215213
2018-09-04;2018;9;36;4;BU Bron;197;197;10.5;369;369;18.1111;215213
2018-09-05;2018;9;36;5;BU Bron;193;193;12.2222;562;562;30.3333;215213
2018-09-06;2018;9;36;6;BU Bron;433;433;26.0;995;995;56.3333;215213
2018-09-07;2018;9;36;7;BU Bron;384;384;17.5556;1379;1379;73.8889;215213
2018-09-08;2018;9;36;8;BU Bron;0;0;0.0;1379;1379;73.8889;215213
2018-09-09;2018;9;36;9;BU Bron;0;0;0.0;1379;1379;73.8889;215213
2018-09-10;2018;9;37;10;BU Bron;447;447;16.3889;1826;1826;90.27780000000001;215213
2018-09-11;2018;9;37;11;BU Bron;581;581;26.0556;2407;2407;116.33340000000001;215213
2018-09-12;2018;9;37;12;BU Bron;542;542;27.6111;2949;2949;143.9445;215213
2018-09-13;2018;9;37;13;BU Bron;493;493;26.3333;3442;3442;170.2778;215213
2018-09-14;2018;9;37;14;BU Bron;302;302;19.6111;3744;3744;189.8889;215213
2018-09-15;2018;9;37;15;BU Bron;0;0;0.0;3744;3744;189.8889;215213
2018-09-16;2018;9;37;16;BU Bron;0;0;0.0;3744;3744;189.8889;215213
2018-09-17;2018;9;38;17;BU Bron;1863;1863;108.0909;5607;5607;297.9798;215213
2018-09-18;2018;9;38;18;BU Bron;2190;2190;128.1364;7797;7797;426.11620000000005;215213
2018-09-19;2018;9;38;19;BU Bron;1887;1887;129.8182;9684;9684;555.9344000000001;215213
2018-09-20;2018;9;38;20;BU Bron;1716;1716;121.7727;11400;11400;677.7071000000001;215213
2018-09-21;2018;9;38;21;BU Bron;950;950;58.0;12350;12350;735.7071000000001;215213
2018-09-22;2018;9;38;22;BU Bron;0;0;0.0;12350;12350;735.7071000000001;215213
2018-09-23;2018;9;38;23;BU Bron;0;0;0.0;12350;12350;735.7071000000001;215213
2018-09-24;2018;9;39;24;BU Bron;2706;2706;212.6818;15056;15056;948.3889000000001;215213
2018-09-25;2018;9;39;25;BU Bron;2794;2794;221.4091;17850;17850;1169.7980000000002;215213
2018-09-26;2018;9;39;26;BU Bron;2612;2612;216.9091;20462;20462;1386.7071000000003;215213
2018-09-27;2018;9;39;27;BU Bron;2409;2409;204.5909;22871;22871;1591.2980000000002;215213
2018-09-28;2018;9;39;28;BU Bron;1268;1268;103.2727;24139;24139;1694.5707000000002;215213
2018-09-29;2018;9;39;29;BU Bron;0;0;0.0;24139;24139;1694.5707000000002;215213
2018-09-30;2018;9;39;30;BU Bron;0;0;0.0;24139;24139;1694.5707000000002;215213
2018-10-01;2018;10;40;1;BU Bron;3333;3333;299.0;27472;27472;1993.5707000000002;215213
2018-10-02;2018;10;40;2;BU Bron;3622;3622;303.3182;31094;31094;2296.8889000000004;215213
2018-10-03;2018;10;40;3;BU Bron;3287;3287;291.5455;34381;34381;2588.4344000000006;215213
2018-10-04;2018;10;40;4;BU Bron;2823;2823;252.2273;37204;37204;2840.6617000000006;215213
2018-10-05;2018;10;40;5;BU Bron;1429;1429;127.9545;38633;38633;2968.6162000000004;215213
2018-10-06;2018;10;40;6;BU Bron;0;0;0.0;38633;38633;2968.6162000000004;215213
2018-10-07;2018;10;40;7;BU Bron;0;0;0.0;38633;38633;2968.6162000000004;215213
2018-10-08;2018;10;41;8;BU Bron;3089;3089;275.7727;41722;41722;3244.3889000000004;215213
2018-10-09;2018;10;41;9;BU Bron;3235;3235;268.6818;44957;44957;3513.0707;215213
2018-10-10;2018;10;41;10;BU Bron;3025;3025;294.7273;47982;47982;3807.7980000000002;215213
2018-10-11;2018;10;41;11;BU Bron;2631;2631;238.1364;50613;50613;4045.9344;215213
2018-10-12;2018;10;41;12;BU Bron;1482;1482;132.3636;52095;52095;4178298;215213
2018-10-13;2018;10;41;13;BU Bron;0;0;0.0;52095;52095;4178298;215213
2018-10-14;2018;10;41;14;BU Bron;0;0;0.0;52095;52095;4178298;215213
2018-10-15;2018;10;42;15;BU Bron;2942;2942;252.3636;55037;55037;4430.661599999999;215213
2018-10-16;2018;10;42;16;BU Bron;3338;3338;284.7727;58375;58375;4715.434299999999;215213
2018-10-17;2018;10;42;17;BU Bron;3213;3213;268.3182;61588;61588;4983.752499999999;215213
2018-10-18;2018;10;42;18;BU Bron;2673;2673;237.2727;64261;64261;5221.025199999998;215213
2018-10-19;2018;10;42;19;BU Bron;1414;1414;114.4091;65675;65675;5335.434299999998;215213
2018-10-20;2018;10;42;20;BU Bron;0;0;0.0;65675;65675;5335.434299999998;215213
2018-10-21;2018;10;42;21;BU Bron;0;0;0.0;65675;65675;5335.434299999998;215213
2018-10-22;2018;10;43;22;BU Bron;3186;3186;289.0909;68861;68861;5624.525199999998;215213
2018-10-23;2018;10;43;23;BU Bron;3415;3415;295.2727;72276;72276;5919.797899999998;215213
2018-10-24;2018;10;43;24;BU Bron;3225;3225;284.6364;75501;75501;6204.434299999998;215213
2018-10-25;2018;10;43;25;BU Bron;2808;2808;239.9545;78309;78309;6444.388799999998;215213
2018-10-26;2018;10;43;26;BU Bron;1370;1370;101.0455;79679;79679;6545.434299999998;215213
2018-10-27;2018;10;43;27;BU Bron;0;0;0.0;79679;79679;6545.434299999998;215213
2018-10-28;2018;10;43;28;BU Bron;0;0;0.0;79679;79679;6545.434299999998;215213
2018-10-29;2018;10;44;29;BU Bron;224;224;31.7222;79903;79903;6577.156499999998;215213
2018-10-30;2018;10;44;30;BU Bron;197;197;25.9444;80100;80100;6603.100899999999;215213
2018-10-31;2018;10;44;31;BU Bron;234;234;27.3889;80334;80334;6630.4897999999985;215213
2018-11-01;2018;11;44;1;BU Bron;0;0;0.0;80334;80334;6630.4897999999985;215213
2018-11-02;2018;11;44;2;BU Bron;172;172;21.6667;80506;80506;6652.156499999998;215213
2018-11-03;2018;11;44;3;BU Bron;0;0;0.0;80506;80506;6652.156499999998;215213
2018-11-04;2018;11;44;4;BU Bron;0;0;0.0;80506;80506;6652.156499999998;215213
2018-11-05;2018;11;45;5;BU Bron;3112;3112;278.3636;83618;83618;6930.520099999998;215213
2018-11-06;2018;11;45;6;BU Bron;3770;3770;357.5455;87388;87388;7288.065599999998;215213
2018-11-07;2018;11;45;7;BU Bron;3543;3543;311.9545;90931;90931;7600.020099999998;215213
2018-11-08;2018;11;45;8;BU Bron;3145;3145;280.2273;94076;94076;7880.247399999998;215213
2018-11-09;2018;11;45;9;BU Bron;1563;1563;138.0909;95639;95639;8018.3382999999985;215213
2018-11-10;2018;11;45;10;BU Bron;0;0;0.0;95639;95639;8018.3382999999985;215213
2018-11-11;2018;11;45;11;BU Bron;0;0;0.0;95639;95639;8018.3382999999985;215213
2018-11-12;2018;11;46;12;BU Bron;3218;3218;297.2727;98857;98857;8315.610999999999;215213
2018-11-13;2018;11;46;13;BU Bron;3624;3624;355.5;102481;102481;8671.110999999999;215213
2018-11-14;2018;11;46;14;BU Bron;3450;3450;318.1818;105931;105931;8989.2928;215213
2018-11-15;2018;11;46;15;BU Bron;3035;3035;269.8636;108966;108966;9259.1564;215213
2018-11-16;2018;11;46;16;BU Bron;1701;1701;154.1818;110667;110667;9413.3382;215213
2018-11-17;2018;11;46;17;BU Bron;0;0;0.0;110667;110667;9413.3382;215213
2018-11-18;2018;11;46;18;BU Bron;0;0;0.0;110667;110667;9413.3382;215213
2018-11-19;2018;11;47;19;BU Bron;2974;2974;278.2727;113641;113641;9691.6109;215213
2018-11-20;2018;11;47;20;BU Bron;3517;3517;318.7727;117158;117158;10010.3836;215213
2018-11-21;2018;11;47;21;BU Bron;3418;3418;311.2727;120576;120576;10321.656299999999;215213
2018-11-22;2018;11;47;22;BU Bron;2824;2824;263.9545;123400;123400;10585.610799999999;215213
2018-11-23;2018;11;47;23;BU Bron;1396;1396;129.5909;124796;124796;10715.201699999998;215213
2018-11-24;2018;11;47;24;BU Bron;0;0;0.0;124796;124796;10715.201699999998;215213
2018-11-25;2018;11;47;25;BU Bron;0;0;0.0;124796;124796;10715.201699999998;215213
2018-11-26;2018;11;48;26;BU Bron;3111;3111;300.9091;127907;127907;11016.110799999999;215213
2018-11-27;2018;11;48;27;BU Bron;3417;3417;303.0455;131324;131324;11319.156299999999;215213
2018-11-28;2018;11;48;28;BU Bron;3274;3274;325.8182;134598;134598;11644.974499999998;215213
2018-11-29;2018;11;48;29;BU Bron;2891;2891;262.5455;137489;137489;11907.519999999999;215213
2018-11-30;2018;11;48;30;BU Bron;1633;1633;136.1818;139122;139122;12043.701799999999;215213
2018-12-01;2018;12;48;1;BU Bron;0;0;0.0;139122;139122;12043.701799999999;215213
2018-12-02;2018;12;48;2;BU Bron;0;0;0.0;139122;139122;12043.701799999999;215213
2018-12-03;2018;12;49;3;BU Bron;3184;3184;286.6818;142306;142306;12330.3836;215213
2018-12-04;2018;12;49;4;BU Bron;3463;3463;293.1364;145769;145769;12623.519999999999;215213
2018-12-05;2018;12;49;5;BU Bron;3142;3142;290.8182;148911;148911;12914.338199999998;215213
2018-12-06;2018;12;49;6;BU Bron;2750;2750;253.5909;151661;151661;13167.929099999998;215213
2018-12-07;2018;12;49;7;BU Bron;0;0;0.0;151661;151661;13167.929099999998;215213
2018-12-08;2018;12;49;8;BU Bron;0;0;0.0;151661;151661;13167.929099999998;215213
2018-12-09;2018;12;49;9;BU Bron;0;0;0.0;151661;151661;13167.929099999998;215213
2018-12-10;2018;12;50;10;BU Bron;3020;3020;262.3182;154681;154681;13430.247299999997;215213
2018-12-11;2018;12;50;11;BU Bron;3319;3319;306.0909;158000;158000;13736.338199999997;215213
2018-12-12;2018;12;50;12;BU Bron;3088;3088;298.1364;161088;161088;14034.474599999996;215213
2018-12-13;2018;12;50;13;BU Bron;48;51;0.3529;161136;161139;14034.827499999996;215213
2018-12-14;2018;12;50;14;BU Bron;0;0;0.0;161136;161139;14034.827499999996;215213
2018-12-15;2018;12;50;15;BU Bron;0;0;0.0;161136;161139;14034.827499999996;215213
2018-12-16;2018;12;50;16;BU Bron;0;0;0.0;161136;161139;14034.827499999996;215213
2018-12-17;2018;12;51;17;BU Bron;1722;1722;148.2273;162858;162861;14183.054799999996;215213
2018-12-18;2018;12;51;18;BU Bron;1828;1828;163.1364;164686;164689;14346.191199999996;215213
2018-12-19;2018;12;51;19;BU Bron;1317;1317;111.7727;166003;166006;14457.963899999995;215213
2018-12-20;2018;12;51;20;BU Bron;1627;1627;124.8182;167630;167633;14582.782099999995;215213
2018-12-21;2018;12;51;21;BU Bron;1014;1014;78.75;168644;168647;14661.532099999995;215213
2018-12-22;2018;12;51;22;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-23;2018;12;51;23;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-24;2018;12;52;24;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-25;2018;12;52;25;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-26;2018;12;52;26;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-27;2018;12;52;27;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-28;2018;12;52;28;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-29;2018;12;52;29;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-30;2018;12;52;30;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2018-12-31;2018;12;1;31;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2019-01-01;2019;1;1;1;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2019-01-02;2019;1;1;2;BU Bron;0;0;0.0;168644;168647;14661.532099999995;215213
2019-01-03;2019;1;1;3;BU Bron;366;366;44.4545;169010;169013;14705.986599999995;215213
2019-01-04;2019;1;1;4;BU Bron;610;610;64.5455;169620;169623;14770.532099999995;215213
2019-01-05;2019;1;1;5;BU Bron;0;0;0.0;169620;169623;14770.532099999995;215213
2019-01-06;2019;1;1;6;BU Bron;0;0;0.0;169620;169623;14770.532099999995;215213
2019-01-07;2019;1;2;7;BU Bron;2217;2217;187.7273;171837;171840;14958.259399999995;215213
2019-01-08;2019;1;2;8;BU Bron;1637;1637;141.6818;173474;173477;15099.941199999996;215213
2019-01-09;2019;1;2;9;BU Bron;1314;1314;105.0455;174788;174791;15204.986699999996;215213
2019-01-10;2019;1;2;10;BU Bron;1110;1110;90.2273;175898;175901;15295.213999999996;215213
2019-01-11;2019;1;2;11;BU Bron;1419;1419;104.4091;177317;177320;15399.623099999997;215213
2019-01-12;2019;1;2;12;BU Bron;0;0;0.0;177317;177320;15399.623099999997;215213
2019-01-13;2019;1;2;13;BU Bron;0;0;0.0;177317;177320;15399.623099999997;215213
2019-01-14;2019;1;3;14;BU Bron;1181;1181;94.0455;178498;178501;15493.668599999997;215213
2019-01-15;2019;1;3;15;BU Bron;1149;1149;89.0455;179647;179650;15582.714099999997;215213
2019-01-16;2019;1;3;16;BU Bron;749;749;62.7727;180396;180399;15645.486799999997;215213
2019-01-17;2019;1;3;17;BU Bron;559;559;38.3636;180955;180958;15683.850399999998;215213
2019-01-18;2019;1;3;18;BU Bron;406;406;23.0;181361;181364;15706.850399999998;215213
2019-01-19;2019;1;3;19;BU Bron;0;0;0.0;181361;181364;15706.850399999998;215213
2019-01-20;2019;1;3;20;BU Bron;0;0;0.0;181361;181364;15706.850399999998;215213
2019-01-21;2019;1;4;21;BU Bron;1760;1760;133.8182;183121;183124;15840.668599999997;215213
2019-01-22;2019;1;4;22;BU Bron;1606;1606;136.9091;184727;184730;15977.577699999998;215213
2019-01-23;2019;1;4;23;BU Bron;1639;1639;133.7273;186366;186369;16111.304999999998;215213
2019-01-24;2019;1;4;24;BU Bron;695;695;87.4167;187061;187064;16198.721699999998;215213
2019-01-25;2019;1;4;25;BU Bron;1006;1006;76.5909;188067;188070;16275.312599999997;215213
2019-01-26;2019;1;4;26;BU Bron;0;0;0.0;188067;188070;16275.312599999997;215213
2019-01-27;2019;1;4;27;BU Bron;0;0;0.0;188067;188070;16275.312599999997;215213
2019-01-28;2019;1;5;28;BU Bron;2135;2135;181.5;190202;190205;16456.812599999997;215213
2019-01-29;2019;1;5;29;BU Bron;1981;1981;175.4091;192183;192186;16632.2217;215213
2019-01-30;2019;1;5;30;BU Bron;2030;2030;203.6364;194213;194216;16835.858099999998;215213
2019-01-31;2019;1;5;31;BU Bron;1812;1812;168.9545;196025;196028;17004.812599999997;215213
2019-02-01;2019;2;5;1;BU Bron;1040;1040;104.1818;197065;197068;17108.994399999996;215213
2019-02-02;2019;2;5;2;BU Bron;0;0;0.0;197065;197068;17108.994399999996;215213
2019-02-03;2019;2;5;3;BU Bron;0;0;0.0;197065;197068;17108.994399999996;215213
2019-02-04;2019;2;6;4;BU Bron;2207;2207;210.6818;199272;199275;17319.676199999994;215213
2019-02-05;2019;2;6;5;BU Bron;1923;1923;177.5909;201195;201198;17497.267099999994;215213
2019-02-06;2019;2;6;6;BU Bron;2025;2025;205.3182;203220;203223;17702.585299999995;215213
2019-02-07;2019;2;6;7;BU Bron;1735;1735;169.5455;204955;204958;17872.130799999995;215213
2019-02-08;2019;2;6;8;BU Bron;1110;1110;104.8182;206065;206068;17976.948999999997;215213
2019-02-09;2019;2;6;9;BU Bron;0;0;0.0;206065;206068;17976.948999999997;215213
2019-02-10;2019;2;6;10;BU Bron;0;0;0.0;206065;206068;17976.948999999997;215213
2019-02-11;2019;2;7;11;BU Bron;2274;2274;204.6364;208339;208342;18181.585399999996;215213
2019-02-12;2019;2;7;12;BU Bron;2184;2184;183.2727;210523;210526;18364.858099999998;215213
2019-02-13;2019;2;7;13;BU Bron;2074;2074;198.0;212597;212600;18562.858099999998;215213
2019-02-14;2019;2;7;14;BU Bron;1650;1650;135.9545;214247;214250;18698.812599999997;215213
2019-02-15;2019;2;7;15;BU Bron;966;966;69.4091;215213;215216;18768.2217;215213
2019-02-16;2019;2;7;16;BU Bron;0;0;0.0;215213;215216;18768.2217;215213
2019-02-17;2019;2;7;17;BU Bron;0;0;0.0;215213;215216;18768.2217;215213
2018-09-01;2018;9;35;1;BU Chevreul;0;0;0.0;0;0;0.0;364373
2018-09-02;2018;9;35;2;BU Chevreul;0;0;0.0;0;0;0.0;364373
2018-09-03;2018;9;36;3;BU Chevreul;710;710;72.2222;710;710;72.2222;364373
2018-09-04;2018;9;36;4;BU Chevreul;782;782;76.2222;1492;1492;148.4444;364373
2018-09-05;2018;9;36;5;BU Chevreul;732;732;73.3889;2224;2224;221.8333;364373
2018-09-06;2018;9;36;6;BU Chevreul;883;883;79.8333;3107;3107;301.6666;364373
2018-09-07;2018;9;36;7;BU Chevreul;873;873;69.8333;3980;3980;371.4999;364373
2018-09-08;2018;9;36;8;BU Chevreul;0;0;0.0;3980;3980;371.4999;364373
2018-09-09;2018;9;36;9;BU Chevreul;0;0;0.0;3980;3980;371.4999;364373
2018-09-10;2018;9;37;10;BU Chevreul;1137;1137;125.5556;5117;5117;497.05550000000005;364373
2018-09-11;2018;9;37;11;BU Chevreul;1225;1225;106.3889;6342;6342;603.4444000000001;364373
2018-09-12;2018;9;37;12;BU Chevreul;1150;1150;117.4444;7492;7492;720.8888000000001;364373
2018-09-13;2018;9;37;13;BU Chevreul;1200;1200;120.8333;8692;8692;841.7221000000001;364373
2018-09-14;2018;9;37;14;BU Chevreul;1031;1031;94.0556;9723;9723;935.7777000000001;364373
2018-09-15;2018;9;37;15;BU Chevreul;0;0;0.0;9723;9723;935.7777000000001;364373
2018-09-16;2018;9;37;16;BU Chevreul;0;0;0.0;9723;9723;935.7777000000001;364373
2018-09-17;2018;9;38;17;BU Chevreul;2287;2287;172.2308;12010;12010;1108.0085000000001;364373
2018-09-18;2018;9;38;18;BU Chevreul;2511;2511;188.7692;14521;14521;1296.7777;364373
2018-09-19;2018;9;38;19;BU Chevreul;2695;2695;208.4231;17216;17216;1505.2008;364373
2018-09-20;2018;9;38;20;BU Chevreul;2691;2691;238.5385;19907;19907;1743.7393000000002;364373
2018-09-21;2018;9;38;21;BU Chevreul;2092;2092;176.1923;21999;21999;1919.9316000000001;364373
2018-09-22;2018;9;38;22;BU Chevreul;1102;1102;148.5556;23101;23101;2068.4872;364373
2018-09-23;2018;9;38;23;BU Chevreul;872;872;136.0556;23973;23973;2204.5428;364373
2018-09-24;2018;9;39;24;BU Chevreul;3240;3240;269.7692;27213;27213;2474.3120000000004;364373
2018-09-25;2018;9;39;25;BU Chevreul;3309;3309;284.4231;30522;30522;2758.7351000000003;364373
2018-09-26;2018;9;39;26;BU Chevreul;3225;3225;285.2692;33747;33747;3044.0043000000005;364373
2018-09-27;2018;9;39;27;BU Chevreul;3201;3201;267.3077;36948;36948;3311.3120000000004;364373
2018-09-28;2018;9;39;28;BU Chevreul;2344;2344;211.3077;39292;39292;3522.6197;364373
2018-09-29;2018;9;39;29;BU Chevreul;1209;1209;183.7778;40501;40501;3706.3975;364373
2018-09-30;2018;9;39;30;BU Chevreul;1185;1185;199.8889;41686;41686;3906.2864;364373
2018-10-01;2018;10;40;1;BU Chevreul;3787;3787;326.8462;45473;45473;4233.1326;364373
2018-10-02;2018;10;40;2;BU Chevreul;4011;4011;336.0769;49484;49484;4569.2095;364373
2018-10-03;2018;10;40;3;BU Chevreul;3563;3563;317.3846;53047;53047;4886.5941;364373
2018-10-04;2018;10;40;4;BU Chevreul;3668;3668;315.3462;56715;56715;5201.9403;364373
2018-10-05;2018;10;40;5;BU Chevreul;2693;2693;256.6538;59408;59408;5458.5941;364373
2018-10-06;2018;10;40;6;BU Chevreul;1481;1481;215.2222;60889;60889;5673.8163;364373
2018-10-07;2018;10;40;7;BU Chevreul;1153;1153;190.5;62042;62042;5864.3163;364373
2018-10-08;2018;10;41;8;BU Chevreul;3965;3965;357.3846;66007;66007;6221.700900000001;364373
2018-10-09;2018;10;41;9;BU Chevreul;4124;4124;362.6154;70131;70131;6584.3163;364373
2018-10-10;2018;10;41;10;BU Chevreul;3953;3953;346.5385;74084;74084;6930.8548;364373
2018-10-11;2018;10;41;11;BU Chevreul;3776;3776;331.8846;77860;77860;7262.7394;364373
2018-10-12;2018;10;41;12;BU Chevreul;2911;2911;267.1538;80771;80771;7529.8932;364373
2018-10-13;2018;10;41;13;BU Chevreul;1517;1517;237.9444;82288;82288;7767.837600000001;364373
2018-10-14;2018;10;41;14;BU Chevreul;1409;1409;246.7222;83697;83697;8014.559800000001;364373
2018-10-15;2018;10;42;15;BU Chevreul;3905;3905;329.8077;87602;87602;8344.3675;364373
2018-10-16;2018;10;42;16;BU Chevreul;3986;3986;340.3846;91588;91588;8684.7521;364373
2018-10-17;2018;10;42;17;BU Chevreul;3704;3704;338.6154;95292;95292;9023.3675;364373
2018-10-18;2018;10;42;18;BU Chevreul;3497;3497;323.3846;98789;98789;9346.7521;364373
2018-10-19;2018;10;42;19;BU Chevreul;2968;2968;279.4615;101757;101757;9626.2136;364373
2018-10-20;2018;10;42;20;BU Chevreul;1572;1572;256.0556;103329;103329;9882.269199999999;364373
2018-10-21;2018;10;42;21;BU Chevreul;7;7;0.0;103336;103336;9882.269199999999;364373
2018-10-22;2018;10;43;22;BU Chevreul;4017;4017;358.8462;107353;107353;10241.115399999999;364373
2018-10-23;2018;10;43;23;BU Chevreul;4087;4087;352.2692;111440;111440;10593.3846;364373
2018-10-24;2018;10;43;24;BU Chevreul;3893;3893;334.8846;115333;115333;10928.269199999999;364373
2018-10-25;2018;10;43;25;BU Chevreul;3698;3698;344.8846;119031;119031;11273.153799999998;364373
2018-10-26;2018;10;43;26;BU Chevreul;2580;2580;228.2692;121611;121611;11501.422999999999;364373
2018-10-27;2018;10;43;27;BU Chevreul;993;993;150.1667;122604;122604;11651.589699999999;364373
2018-10-28;2018;10;43;28;BU Chevreul;975;975;168.5556;123579;123579;11820.145299999998;364373
2018-10-29;2018;10;44;29;BU Chevreul;2260;2260;238.6538;125839;125839;12058.799099999998;364373
2018-10-30;2018;10;44;30;BU Chevreul;2390;2390;257.2308;128229;128229;12316.029899999998;364373
2018-10-31;2018;10;44;31;BU Chevreul;2089;2089;227.1154;130318;130318;12543.145299999998;364373
2018-11-01;2018;11;44;1;BU Chevreul;1504;1504;261.6667;131822;131822;12804.811999999998;364373
2018-11-02;2018;11;44;2;BU Chevreul;2205;2205;267.7308;134027;134027;13072.542799999997;364373
2018-11-03;2018;11;44;3;BU Chevreul;1435;1435;241.2778;135462;135462;13313.820599999997;364373
2018-11-04;2018;11;44;4;BU Chevreul;1367;1367;245.2778;136829;136829;13559.098399999997;364373
2018-11-05;2018;11;45;5;BU Chevreul;3970;3970;371.4615;140799;140799;13930.559899999997;364373
2018-11-06;2018;11;45;6;BU Chevreul;4141;4141;347.9231;144940;144940;14278.482999999997;364373
2018-11-07;2018;11;45;7;BU Chevreul;4274;4274;374.3077;149214;149214;14652.790699999996;364373
2018-11-08;2018;11;45;8;BU Chevreul;4309;4309;359.2692;153523;153523;15012.059899999997;364373
2018-11-09;2018;11;45;9;BU Chevreul;3096;3096;301.5769;156619;156619;15313.636799999997;364373
2018-11-10;2018;11;45;10;BU Chevreul;1849;1849;287.5;158468;158468;15601.136799999997;364373
2018-11-11;2018;11;45;11;BU Chevreul;2204;2204;351.4444;160672;160672;15952.581199999997;364373
2018-11-12;2018;11;46;12;BU Chevreul;3982;3982;348.6923;164654;164654;16301.273499999998;364373
2018-11-13;2018;11;46;13;BU Chevreul;4187;4187;375.6538;168841;168841;16676.927299999996;364373
2018-11-14;2018;11;46;14;BU Chevreul;4106;4106;364.5385;172947;172947;17041.465799999994;364373
2018-11-15;2018;11;46;15;BU Chevreul;3964;3964;368.5385;176911;176911;17410.004299999993;364373
2018-11-16;2018;11;46;16;BU Chevreul;3192;3192;315.1538;180103;180103;17725.158099999993;364373
2018-11-17;2018;11;46;17;BU Chevreul;1679;1679;273.2222;181782;181782;17998.380299999993;364373
2018-11-18;2018;11;46;18;BU Chevreul;1862;1862;311.2222;183644;183644;18309.602499999994;364373
2018-11-19;2018;11;47;19;BU Chevreul;4136;4136;382.6923;187780;187780;18692.294799999992;364373
2018-11-20;2018;11;47;20;BU Chevreul;4175;4175;372.7308;191955;191955;19065.025599999994;364373
2018-11-21;2018;11;47;21;BU Chevreul;4024;4024;369.1923;195979;195979;19434.217899999992;364373
2018-11-22;2018;11;47;22;BU Chevreul;4035;4035;370.5769;200014;200014;19804.794799999992;364373
2018-11-23;2018;11;47;23;BU Chevreul;2930;2930;288.2308;202944;202944;20093.025599999994;364373
2018-11-24;2018;11;47;24;BU Chevreul;1635;1635;281.6667;204579;204579;20374.692299999995;364373
2018-11-25;2018;11;47;25;BU Chevreul;1892;1892;322.6111;206471;206471;20697.303399999993;364373
2018-11-26;2018;11;48;26;BU Chevreul;4076;4076;377.3846;210547;210547;21074.687999999995;364373
2018-11-27;2018;11;48;27;BU Chevreul;3948;3948;376.8462;214495;214495;21451.534199999995;364373
2018-11-28;2018;11;48;28;BU Chevreul;3858;3858;348.0385;218353;218353;21799.572699999993;364373
2018-11-29;2018;11;48;29;BU Chevreul;3822;3822;367.5;222175;222175;22167.072699999993;364373
2018-11-30;2018;11;48;30;BU Chevreul;3401;3401;331.5385;225576;225576;22498.611199999992;364373
2018-12-01;2018;12;48;1;BU Chevreul;1891;1891;292.8333;227467;227467;22791.44449999999;364373
2018-12-02;2018;12;48;2;BU Chevreul;2006;2006;362.4444;229473;229473;23153.88889999999;364373
2018-12-03;2018;12;49;3;BU Chevreul;4044;4044;391.0769;233517;233517;23544.96579999999;364373
2018-12-04;2018;12;49;4;BU Chevreul;4038;4038;374.1538;237555;237555;23919.11959999999;364373
2018-12-05;2018;12;49;5;BU Chevreul;4003;4003;375.6923;241558;241558;24294.81189999999;364373
2018-12-06;2018;12;49;6;BU Chevreul;3606;3606;348.2692;245164;245164;24643.08109999999;364373
2018-12-07;2018;12;49;7;BU Chevreul;0;0;0.0;245164;245164;24643.08109999999;364373
2018-12-08;2018;12;49;8;BU Chevreul;0;0;0.0;245164;245164;24643.08109999999;364373
2018-12-09;2018;12;49;9;BU Chevreul;0;0;0.0;245164;245164;24643.08109999999;364373
2018-12-10;2018;12;50;10;BU Chevreul;3829;3829;374.8077;248993;248993;25017.88879999999;364373
2018-12-11;2018;12;50;11;BU Chevreul;3987;3987;377.0;252980;252980;25394.88879999999;364373
2018-12-12;2018;12;50;12;BU Chevreul;3726;3726;363.1154;256706;256706;25758.00419999999;364373
2018-12-13;2018;12;50;13;BU Chevreul;1561;1571;158.4286;258267;258277;25916.432799999988;364373
2018-12-14;2018;12;50;14;BU Chevreul;2271;2271;233.0769;260538;260548;26149.509699999988;364373
2018-12-15;2018;12;50;15;BU Chevreul;0;0;0.0;260538;260548;26149.509699999988;364373
2018-12-16;2018;12;50;16;BU Chevreul;0;0;0.0;260538;260548;26149.509699999988;364373
2018-12-17;2018;12;51;17;BU Chevreul;2964;2964;304.0769;263502;263512;26453.586599999988;364373
2018-12-18;2018;12;51;18;BU Chevreul;3138;3138;314.3846;266640;266650;26767.97119999999;364373
2018-12-19;2018;12;51;19;BU Chevreul;2917;2917;294.5385;269557;269567;27062.509699999988;364373
2018-12-20;2018;12;51;20;BU Chevreul;2676;2676;231.8077;272233;272243;27294.31739999999;364373
2018-12-21;2018;12;51;21;BU Chevreul;1253;1253;122.7;273486;273496;27417.01739999999;364373
2018-12-22;2018;12;51;22;BU Chevreul;0;0;0.0;273486;273496;27417.01739999999;364373
